NMFS Landings Query Results,,,,
,,,,
You Asked For the Following:,,,,
,,,,
Year             : From: 1950 To: 2010,,,,
,,,,
Species          : ALL SPECIES INDIVIDUALLY,,,,
,,,,
State            : All States,,,,
,,,,
Year,Species,Metric Tons,Pounds,$
1956,"SHAD, GIZZARD","1,024.00","2,257,500","19,321"
1956,"SHAD, HICKORY",192.7,"424,900","25,248"
1956,"SHARK, DOGFISH",966.8,"2,131,300","19,575"
1956,"SHARK, SOUPFIN",0.2,500,28
1956,SHARKS,645.5,"1,423,000","87,397"
1956,"SHEEPHEAD, CALIFORNIA",3,"6,600",471
1956,SHEEPSHEAD,176.6,"389,400","36,453"
1956,"SHRIMP, BAY",342.6,"755,300","69,599"
1956,"SHRIMP, MARINE, OTHER","99,409.20","219,157,600","70,325,277"
1956,"SHRIMP, OCEAN",551.7,"1,216,200","103,882"
1956,"SHRIMP, PENAEID","1,380.60","3,043,598","395,668"
1956,SILVERSIDES,79.3,"174,900","20,877"
1956,SKATES,666.7,"1,469,700","14,192"
1956,"SMELT, EULACHON",845,"1,862,900","136,931"
1956,"SMELT, RAINBOW","3,603.70","7,944,800","324,631"
1956,"SMELT, WHITEBAIT",67.5,"148,800","15,636"
1956,SMELTS,394.5,"869,700","64,958"
1956,SNAILS (CONCHS),323.7,"713,700","85,009"
1956,"SNAPPER, GRAY",137.8,"303,700","52,618"
1956,"SNAPPER, MUTTON",40.9,"90,100","19,983"
1956,"SNAPPER, RED","4,197.40","9,253,600","2,308,528"
1956,"SNAPPER, VERMILION",1.6,"3,600",432
1956,"SNAPPER, YELLOWTAIL",119.8,"264,100","67,400"
1956,SNAPPERS,0.4,800,80
1956,SNOOK,188.5,"415,500","62,325"
1956,"SOLE, DOVER","3,750.50","8,268,400","391,299"
1956,"SOLE, ENGLISH","1,735.00","3,824,900","239,541"
1956,"SOLE, PETRALE","1,283.70","2,830,000","270,142"
1956,"SOLE, REX",520.5,"1,147,400","59,965"
1956,"SOLE, SAND",35.1,"77,300","6,701"
1956,SOLES,"13,164.00","29,021,300","1,453,522"
1956,SPLITTAIL,0,100,13
1956,"SPONGE, GRASS",0.6,"1,400","5,516"
1956,"SPONGE, SHEEPSWOOL",11.7,"25,800","228,430"
1956,"SPONGE, YELLOW",1.1,"2,400","8,160"
1956,SPOT,"5,627.80","12,407,100","622,322"
1956,SPOTTED CABRILLA,28.8,"63,400","9,395"
1956,SQUIDS,"10,225.10","22,542,200","506,827"
1956,STURGEONS,283.8,"625,600","111,137"
1956,SUCKERS,753,"1,660,000","83,333"
1956,SUNFISHES,6.9,"15,200","1,606"
1956,SURFPERCHES,132.9,"293,100","42,144"
1956,SWORDFISH,348,"767,200","281,555"
1956,TAUTOG,94.1,"207,400","8,641"
1956,"TILEFISH, GOLDEN",707.2,"1,559,200","190,841"
1956,"TOMCOD, ATLANTIC",1,"2,200",767
1956,TRIGGERFISHES,10.8,"23,900","1,195"
1956,TRIPLETAIL,3.3,"7,300",573
1956,"TROUT, BROWN",0,0,11
1956,"TROUT, LAKE",822.3,"1,812,900","871,845"
1956,"TROUT, RAINBOW",492.2,"1,085,211","226,872"
1956,"TUNA, ALBACORE","18,788.80","41,421,700","7,085,681"
1956,"TUNA, BLUEFIN",207.8,"458,100","85,629"
1956,"TUNA, BLUEFIN PACIFIC","5,727.10","12,626,000","1,649,587"
1956,"TUNA, LITTLE TUNNY",39.9,"88,000","3,711"
1956,"TUNA, SKIPJACK","56,117.90","123,717,500","14,189,902"
1956,"TUNA, YELLOWFIN","68,608.60","151,254,500","20,410,208"
1956,"TURTLE, GREEN SEA",2.3,"5,100",718
1956,"TURTLE, LOGGERHEAD SEA",3.6,"8,000",405
1956,"TURTLE, SNAPPING",191,"421,100","55,711"
1956,"TURTLE, SOFT-SHELL",1.5,"3,400",510
1956,"TURTLE, TERRAPIN",13,"28,700","10,280"
1956,"TURTLES, BABY (YOUNG FW)",3.3,"7,300","65,700"
1956,WAHOO,5.6,"12,300","4,290"
1956,WALLEYE,"3,337.40","7,357,600","1,680,574"
1956,WEAKFISH,"4,016.10","8,853,900","811,889"
1956,WHALES,"1,350.10","2,976,400","200,623"
1956,"WHITEFISH, LAKE",539.3,"1,188,900","650,959"
1956,"WHITEFISH, ROUND",14.8,"32,600","6,131"
1956,"WOLFFISH, ATLANTIC",681.3,"1,502,100","90,785"
1956,YELLOWTAIL JACK,168.2,"370,900","32,006"
1957,ABALONES,491.8,"1,084,300","587,320"
1957,ALEWIFE,"26,101.70","57,543,700","693,570"
1957,AMBERJACK,35.9,"79,100","3,986"
1957,ANCHOVIES,"18,395.50","40,554,700","508,941"
1957,BALLYHOO,42.9,"94,600","9,536"
1957,BARRACUDAS,313.6,"691,300","107,160"
1957,"BASS, ROCK",9.3,"20,500","2,643"
1957,"BASS, STRIPED","1,895.70","4,179,300","902,076"
1957,"BASS, WHITE",628.5,"1,385,500","217,227"
1957,BLOODWORMS,109.3,"241,000","248,836"
1957,BLUEFISH,"2,188.40","4,824,600","613,208"
1957,"BONITO, ATLANTIC",42.3,"93,300","10,148"
1957,"BONITO, PACIFIC",99.4,"219,100","12,999"
1957,BOWFIN,4.4,"9,600",295
1957,BUFFALOFISHES,407.7,"898,900","107,274"
1957,BURBOT,196.8,"433,900","9,867"
1957,BUTTERFISH,"4,666.20","10,287,200","850,994"
1957,CABEZON,6,"13,200",587
1957,"CARP, COMMON","4,889.20","10,778,800","436,813"
1957,CARPS AND MINNOWS,45,"99,200","25,746"
1957,CATFISHES & BULLHEADS,"8,539.70","18,826,600","2,681,924"
1957,CHUBS,"5,133.80","11,318,000","2,314,427"
1957,"CLAM, ATLANTIC JACKKNIFE",19.3,"42,600","10,063"
1957,"CLAM, ATLANTIC SURF","8,143.70","17,953,500","2,239,531"
1957,"CLAM, BUTTER",25.6,"56,500","13,568"
1957,"CLAM, MANILA",61.3,"135,200","37,852"
1957,"CLAM, OCEAN QUAHOG",176.5,"389,100","47,658"
1957,"CLAM, PACIFIC LITTLENECK",99.9,"220,200","70,461"
1957,"CLAM, PACIFIC RAZOR",452.3,"997,074","328,867"
1957,"CLAM, QUAHOG","6,510.50","14,353,100","6,277,877"
1957,"CLAM, SOFTSHELL","2,593.00","5,716,500","2,213,994"
1957,CLAMS OR BIVALVES,12.7,"28,000","11,985"
1957,COBIA,33.7,"74,400","8,206"
1957,"COCKLE, NUTTALL",0.1,160,45
1957,"COD, ATLANTIC","15,453.50","34,068,800","2,177,647"
1957,"COD, PACIFIC","5,410.20","11,927,383","581,598"
1957,"CRAB, ATLANTIC ROCK",620.7,"1,368,400","88,739"
1957,"CRAB, BLUE","48,978.20","107,977,300","6,232,016"
1957,"CRAB, BLUE, SOFT AND PEELER","2,609.00","5,751,800","1,251,541"
1957,"CRAB, DUNGENESS","19,402.30","42,774,341","3,529,697"
1957,"CRAB, FLORIDA STONE CLAWS",109.2,"240,700","89,301"
1957,"CRAB, HORSESHOE",110.9,"244,500","2,364"
1957,"CRAB, KING","5,664.60","12,488,131","999,050"
1957,"CRAB, RED ROCK",68.5,"151,100","9,862"
1957,CRAPPIE,0.7,"1,600",264
1957,CRAYFISHES OR CRAWFISHES,202.9,"447,300","37,572"
1957,"CROAKER, ATLANTIC","8,616.00","18,994,900","1,945,875"
1957,CUNNER,2.1,"4,600",243
1957,CUSK,893,"1,968,700","104,853"
1957,DOLLY VARDEN,7.3,"16,052","1,636"
1957,DOLPHINFISH,9.4,"20,800","2,396"
1957,"DRUM, BLACK",932.8,"2,056,500","190,907"
1957,"DRUM, FRESHWATER","1,903.20","4,195,900","130,068"
1957,"DRUM, RED",843.8,"1,860,200","293,853"
1957,"EEL, AMERICAN",572,"1,261,000","173,305"
1957,"EEL, CONGER",21.7,"47,900","1,350"
1957,"FINFISHES, UNC BAIT AND ANIMAL FOOD","109,494.10","241,390,700","2,456,905"
1957,"FINFISHES, UNC FOR FOOD","5,355.80","11,807,400","742,275"
1957,FLATFISH,"3,350.60","7,386,800","830,170"
1957,"FLOUNDER, ARROWTOOTH",421.6,"929,400","19,018"
1957,"FLOUNDER, PACIFIC, SANDDAB",307,"676,900","39,030"
1957,"FLOUNDER, SUMMER","7,597.50","16,749,500","2,973,292"
1957,"FLOUNDER, WINTER","7,165.10","15,796,200","1,867,141"
1957,"FLOUNDER, WITCH","2,003.00","4,415,900","534,182"
1957,"FLOUNDER, YELLOWTAIL","10,184.90","22,453,700","2,087,700"
1957,"FLOUNDER,ATLANTIC,PLAICE","2,200.70","4,851,700","475,793"
1957,FLYINGFISHES,8.8,"19,500","1,841"
1957,FROGS,2,"4,400","1,480"
1957,GARS,82,"180,700","8,518"
1957,GOLDFISH,61.3,"135,200","5,138"
1957,GOOSEFISH,14.8,"32,600","1,188"
1957,"GROUPER, GOLIATH",27.9,"61,500","4,336"
1957,"GROUPER, WARSAW",87.4,"192,700","13,819"
1957,GROUPERS,"3,477.50","7,666,400","794,142"
1957,GRUNTS,151.4,"333,800","25,519"
1957,HADDOCK,"60,587.50","133,571,300","10,195,795"
1957,"HAKE, PACIFIC (WHITING)",533.9,"1,177,100","19,130"
1957,"HAKE, RED","1,861.20","4,103,200","68,848"
1957,"HAKE, SILVER","60,346.90","133,040,800","2,480,476"
1957,"HAKE, WHITE","2,605.80","5,744,800","289,351"
1957,HALFMOON,5.9,"12,900","3,036"
1957,"HALIBUT, ATLANTIC",150.7,"332,300","74,689"
1957,"HALIBUT, CALIFORNIA",170.6,"376,200","86,193"
1957,"HALIBUT, PACIFIC","22,634.10","49,899,110","6,555,566"
1957,HARVESTFISH,271.2,"597,900","48,950"
1957,"HERRING, ATLANTIC","73,301.60","161,600,700","2,429,921"
1957,"HERRING, ATLANTIC THREAD","7,055.40","15,554,300","208,354"
1957,"HERRING, LAKE OR CISCO","7,037.40","15,514,600","945,287"
1957,"HERRING, PACIFIC","54,693.40","120,577,140","1,559,021"
1957,HOGCHOKER,3.2,"7,000",421
1957,HOGFISH,18,"39,700","6,183"
1957,JACK MACKEREL,"37,200.30","82,011,800","1,603,191"
1957,"JACK, CREVALLE",417.9,"921,300","29,313"
1957,KING WHITING,"2,114.30","4,661,200","376,797"
1957,LADYFISH,195.9,"431,800","14,847"
1957,"LAMPREY, SEA",0,100,14
1957,"LAUNCE, AMERICAN SAND",82.7,"182,400","11,400"
1957,LINGCOD,"2,641.80","5,824,043","328,076"
1957,"LOBSTER, AMERICAN","13,678.10","30,154,700","11,511,322"
1957,"LOBSTER, CALIFORNIA SPINY",293.7,"647,500","377,406"
1957,"LOBSTER, CARIBBEAN SPINY","1,832.40","4,039,800","1,123,545"
1957,"MACKEREL, ATLANTIC","1,097.50","2,419,500","359,143"
1957,"MACKEREL, CHUB","28,142.90","62,043,800","1,230,864"
1957,"MACKEREL, KING AND CERO","1,539.30","3,393,600","393,196"
1957,"MACKEREL, SPANISH","3,692.90","8,141,300","665,007"
1957,MENHADEN,"766,638.00","1,690,130,100","22,209,684"
1957,MOJARRAS,182.9,"403,200","30,254"
1957,MOONEYES,0.7,"1,600",16
1957,"MULLET, STRIPED (LIZA)","17,585.80","38,769,600","2,373,831"
1957,"MULLET, WHITE",539.1,"1,188,600","75,484"
1957,"MUSSEL, BLUE",217.9,"480,400","29,186"
1957,OCTOPUS,29.7,"65,500","4,910"
1957,OPALEYE,2.4,"5,200",776
1957,"OYSTER, EASTERN","27,486.70","60,597,200","27,458,981"
1957,"OYSTER, OLYMPIA",13.9,"30,700","58,448"
1957,"OYSTER, PACIFIC","5,268.20","11,614,300","2,144,686"
1957,PACIFIC SIERRA,0.2,500,23
1957,PADDLEFISH,9.3,"20,600","2,170"
1957,"PERCH, WHITE",889.3,"1,960,600","151,186"
1957,"PERCH, YELLOW","5,239.40","11,550,700","1,102,457"
1957,PERIWINKLES,8.6,"19,000","6,508"
1957,PERMIT,11.9,"26,300","3,121"
1957,PIGFISH,98.8,"217,800","13,806"
1957,"PIKE, BLUE","1,526.10","3,364,400","731,631"
1957,PIKES,62.6,"138,100","14,892"
1957,POLLOCK,"9,994.80","22,034,600","775,764"
1957,"POMPANO, FLORIDA",349.7,"771,000","603,546"
1957,"POMPANO, PACIFIC",34.8,"76,800","18,334"
1957,"POUT, OCEAN",3.7,"8,100",177
1957,"PUFFER, NOTHERN",687.9,"1,516,600","56,575"
1957,QUILLBACK,0.1,200,0
1957,RATFISH SPOTTED,"1,296.80","2,859,000","22,154"
1957,"REDFISH, ACADIAN","60,750.70","133,931,000","5,087,592"
1957,"ROCK BASSES, PACIFIC",1.3,"2,800",386
1957,"ROCKFISH, PACIFIC OCEAN PERCH","4,099.10","9,036,900","382,775"
1957,ROCKFISHES,"12,563.00","27,696,292","1,112,828"
1957,"RUNNER, BLUE",229.5,"506,000","27,118"
1957,SABLEFISH,"5,596.30","12,337,570","910,585"
1957,"SALMON, ATLANTIC",0,100,29
1957,"SALMON, CHINOOK","13,838.80","30,509,120","8,541,905"
1957,"SALMON, CHUM","31,179.10","68,737,456","5,662,245"
1957,"SALMON, COHO","12,130.60","26,743,208","4,783,679"
1957,"SALMON, PINK","32,501.20","71,652,084","8,360,134"
1957,"SALMON, SOCKEYE","30,622.50","67,510,438","12,293,287"
1957,SAND PERCH,4.2,"9,200",326
1957,SANDWORMS,143.5,"316,300","234,914"
1957,"SARDINE, PACIFIC","20,802.90","45,862,100","1,786,545"
1957,"SARDINE, SPANISH",149.9,"330,400","9,912"
1957,SAUGER,32.3,"71,100","5,785"
1957,"SAURY, PACIFIC",53.4,"117,800","2,016"
1957,"SAWFISH, SMALLTOOTH",3.4,"7,600",439
1957,SCADS,43,"94,900","6,643"
1957,"SCALLOP, BAY","1,049.90","2,314,600","1,446,997"
1957,"SCALLOP, SEA","9,528.20","21,005,900","10,187,847"
1957,SCULPINS,34,"74,900","18,998"
1957,SCUPS OR PORGIES,"15,472.10","34,109,700","2,007,051"
1957,"SEA BASS, BLACK","4,357.20","9,605,900","1,131,431"
1957,"SEA BASS, GIANT",110,"242,400","33,652"
1957,SEA CATFISHES,115.4,"254,400","22,396"
1957,SEA URCHINS,45.7,"100,700","7,038"
1957,"SEABASS, WHITE",683.6,"1,507,100","276,325"
1957,SEAROBINS,217.3,"479,000","8,262"
1957,"SEATROUT, SAND",85.5,"188,600","13,994"
1957,"SEATROUT, SPOTTED","2,678.70","5,905,400","1,409,815"
1957,"SEAWEED, IRISH MOSS",642.6,"1,416,700","29,586"
1957,"SEAWEED, KELP","85,464.30","188,414,500","2,894,047"
1957,"SHAD, AMERICAN","5,545.30","12,225,200","1,499,775"
1957,"SHAD, GIZZARD",580.9,"1,280,700","7,936"
1957,"SHAD, HICKORY",161.8,"356,800","19,872"
1957,"SHARK, DOGFISH","1,463.50","3,226,400","45,468"
1957,"SHARK, SOUPFIN",0.6,"1,300",108
1957,SHARKS,494.8,"1,090,800","66,960"
1957,"SHEEPHEAD, CALIFORNIA",5,"11,000",844
1957,SHEEPSHEAD,174.6,"385,000","34,741"
1957,"SHRIMP, BAY",119.3,"263,000","45,233"
1957,"SHRIMP, MARINE, OTHER","89,390.90","197,071,200","72,465,394"
1957,"SHRIMP, OCEAN","1,890.60","4,168,000","325,620"
1957,"SHRIMP, PENAEID","1,346.50","2,968,588","356,495"
1957,SILVERSIDES,66.1,"145,800","17,660"
1957,SKATES,590.6,"1,302,000","14,037"
1957,"SMELT, EULACHON",716.2,"1,579,000","72,785"
1957,"SMELT, RAINBOW","3,391.00","7,475,900","286,983"
1957,"SMELT, WHITEBAIT",110.5,"243,600","24,097"
1957,SMELTS,329.7,"726,800","51,651"
1957,SNAILS (CONCHS),349.3,"770,100","93,596"
1957,"SNAPPER, GRAY",230,"507,000","82,665"
1957,"SNAPPER, RED","4,268.10","9,409,500","2,462,853"
1957,"SNAPPER, VERMILION",0.6,"1,300",104
1957,"SNAPPER, YELLOWTAIL",201.1,"443,300","107,987"
1957,SNAPPERS,57.4,"126,600","27,347"
1957,SNOOK,51.8,"114,200","18,105"
1957,"SOLE, DOVER","3,588.90","7,912,100","388,361"
1957,"SOLE, ENGLISH","2,140.20","4,718,300","310,316"
1957,"SOLE, PETRALE","1,539.10","3,393,200","338,671"
1957,"SOLE, REX",547.9,"1,208,000","67,602"
1957,"SOLE, SAND",25.4,"56,100","5,122"
1957,SOLES,"11,989.00","26,431,000","1,595,848"
1957,SPADEFISHES,0.6,"1,300",104
1957,SPLITTAIL,0.2,400,132
1957,"SPONGE, GRASS",1.2,"2,600","9,734"
1957,"SPONGE, SHEEPSWOOL",16.6,"36,700","224,641"
1957,"SPONGE, WIRE",0,100,696
1957,"SPONGE, YELLOW",2.3,"5,100","10,583"
1957,SPOT,"4,161.10","9,173,600","631,764"
1957,SPOTTED CABRILLA,36.7,"81,000","11,389"
1957,SQUIDS,"8,386.30","18,488,400","451,598"
1957,STURGEONS,296.6,"653,800","115,867"
1957,SUCKERS,717.7,"1,582,300","82,157"
1957,SUNFISHES,6.6,"14,500","1,500"
1957,SURFPERCHES,159.5,"351,600","46,538"
1957,SWORDFISH,537.1,"1,184,100","423,383"
1957,TAUTOG,83.1,"183,100","7,590"
1957,"TILEFISH, GOLDEN",252.2,"556,000","77,270"
1957,"TOMCOD, ATLANTIC",0.1,300,105
1957,TRIGGERFISHES,9.5,"21,000","1,027"
1957,TRIPLETAIL,2.1,"4,600",312
1957,"TROUT, BROWN",0,0,3
1957,"TROUT, LAKE",540.2,"1,190,900","594,202"
1957,"TROUT, RAINBOW",426,"939,238","203,963"
1957,"TUNA, ALBACORE","21,206.10","46,751,000","6,736,704"
1957,"TUNA, BLUEFIN",453.8,"1,000,400","107,666"
1957,"TUNA, BLUEFIN PACIFIC","9,214.60","20,314,500","2,416,791"
1957,"TUNA, LITTLE TUNNY",14.7,"32,500","1,398"
1957,"TUNA, SKIPJACK","41,196.50","90,821,700","9,990,981"
1957,"TUNA, YELLOWFIN","62,553.90","137,906,400","18,274,493"
1957,"TURTLE, GREEN SEA",2.3,"5,000",740
1957,"TURTLE, LOGGERHEAD SEA",3,"6,700",526
1957,"TURTLE, SNAPPING",183.3,"404,200","45,221"
1957,"TURTLE, TERRAPIN",11.8,"26,000","13,122"
1957,"TURTLES, BABY (YOUNG FW)",2.3,"5,100","38,250"
1957,WAHOO,10.7,"23,500","8,033"
1957,WALLEYE,"2,549.90","5,621,500","1,537,974"
1957,WEAKFISH,"3,697.20","8,150,800","621,203"
1957,WHALES,"2,036.30","4,489,200","380,226"
1957,"WHITEFISH, LAKE",417.9,"921,300","510,374"
1957,"WHITEFISH, ROUND",19.9,"43,800","7,162"
1957,"WOLFFISH, ATLANTIC",531.3,"1,171,400","66,680"
1957,YELLOWTAIL JACK,230.9,"509,000","36,110"
1958,ABALONES,383.3,"845,100","422,488"
1958,ALEWIFE,"34,589.90","76,256,900","880,860"
1958,AMBERJACK,25,"55,200","2,425"
1958,ANCHOVIES,"5,264.20","11,605,500","150,442"
1958,BALLYHOO,53.4,"117,700","16,478"
1958,BARRACUDAS,421.8,"929,800","115,687"
1958,"BASS, ROCK",7.8,"17,200","2,000"
1958,"BASS, STRIPED","2,773.10","6,113,640","1,286,052"
1958,"BASS, WHITE",421.5,"929,300","171,853"
1958,BLOODWORMS,141.9,"312,800","313,078"
1958,BLUEFISH,"1,475.00","3,251,800","386,191"
1958,"BONITO, ATLANTIC",25.7,"56,700","6,965"
1958,"BONITO, PACIFIC","2,516.00","5,546,800","216,533"
1958,BOWFIN,7.4,"16,400",455
1958,BUFFALOFISHES,346.1,"763,100","91,859"
1958,BURBOT,258.5,"569,900","13,657"
1958,BUTTERFISH,"5,559.80","12,257,200","992,773"
1958,CABEZON,8.8,"19,500",947
1958,"CARP, COMMON","5,611.30","12,370,700","477,408"
1958,CATFISHES & BULLHEADS,"7,903.70","17,424,400","2,580,656"
1958,CHUBS,"5,492.10","12,107,900","2,564,387"
1958,"CLAM, ATLANTIC JACKKNIFE",17.5,"38,600","10,093"
1958,"CLAM, ATLANTIC SURF","6,560.60","14,463,500","1,572,170"
1958,"CLAM, BUTTER",21.1,"46,600","11,185"
1958,"CLAM, MANILA",58.1,"128,100","46,876"
1958,"CLAM, OCEAN QUAHOG",119.4,"263,300","36,251"
1958,"CLAM, PACIFIC LITTLENECK",121,"266,800","106,718"
1958,"CLAM, PACIFIC RAZOR",339.4,"748,159","224,988"
1958,"CLAM, QUAHOG","6,275.00","13,833,900","6,021,327"
1958,"CLAM, SOFTSHELL","2,993.10","6,598,600","2,486,352"
1958,CLAMS OR BIVALVES,9.4,"20,800","8,882"
1958,COBIA,22.6,"49,900","3,706"
1958,"COD, ATLANTIC","18,762.00","41,362,700","3,041,210"
1958,"COD, PACIFIC","5,799.20","12,784,830","559,866"
1958,"CRAB, ATLANTIC ROCK",748.9,"1,651,000","88,107"
1958,"CRAB, BLUE","47,918.40","105,640,800","5,667,676"
1958,"CRAB, BLUE, SOFT AND PEELER","2,400.10","5,291,300","1,145,937"
1958,"CRAB, DUNGENESS","19,094.80","42,096,399","4,446,828"
1958,"CRAB, FLORIDA STONE CLAWS",144.2,"317,900","130,031"
1958,"CRAB, HORSESHOE",152.9,"337,000","3,033"
1958,"CRAB, KING","5,085.50","11,211,554","896,924"
1958,"CRAB, RED ROCK",70.8,"156,000","10,864"
1958,CRABS,5,"11,000",423
1958,CRAPPIE,2,"4,400",993
1958,CRAYFISHES OR CRAWFISHES,320.2,"706,000","56,845"
1958,"CROAKER, ATLANTIC","11,188.50","24,666,200","1,766,845"
1958,CUNNER,1.8,"3,900",149
1958,CUSK,745.1,"1,642,600","91,788"
1958,"CUTLASSFISH, ATLANTIC",375.1,"827,000","8,270"
1958,DOLLY VARDEN,3.4,"7,549",540
1958,DOLPHINFISH,7.3,"16,000","1,881"
1958,"DRUM, BLACK",705,"1,554,200","123,608"
1958,"DRUM, FRESHWATER","1,462.30","3,223,800","114,922"
1958,"DRUM, RED",882.2,"1,944,800","330,194"
1958,"EEL, AMERICAN",630.5,"1,390,000","196,222"
1958,"EEL, CONGER",11.6,"25,600",847
1958,"FINFISHES, UNC BAIT AND ANIMAL FOOD","104,097.50","229,493,300","2,563,656"
1958,"FINFISHES, UNC FOR FOOD","4,883.80","10,766,900","793,250"
1958,FLATFISH,"1,881.60","4,148,100","307,526"
1958,"FLOUNDER, ARROWTOOTH",292.1,"643,900","14,082"
1958,"FLOUNDER, PACIFIC, SANDDAB",184.4,"406,600","25,504"
1958,"FLOUNDER, SUMMER","8,905.00","19,631,900","3,444,783"
1958,"FLOUNDER, WINTER","7,480.50","16,491,600","2,021,463"
1958,"FLOUNDER, WITCH","1,404.50","3,096,400","409,567"
1958,"FLOUNDER, YELLOWTAIL","15,116.30","33,325,400","2,985,340"
1958,"FLOUNDER,ATLANTIC,PLAICE","1,342.10","2,958,800","278,394"
1958,FLYINGFISHES,17.1,"37,700","4,946"
1958,FROGS,1.9,"4,200","1,495"
1958,GARS,115.5,"254,700","10,248"
1958,GOLDFISH,71.2,"157,000","5,120"
1958,GOOSEFISH,18.7,"41,300","1,425"
1958,"GROUPER, GOLIATH",60.1,"132,600","11,439"
1958,"GROUPER, WARSAW",87,"191,900","14,689"
1958,GROUPERS,"2,250.50","4,961,400","571,033"
1958,GRUNTS,58.6,"129,100","9,686"
1958,HADDOCK,"54,229.20","119,553,700","11,731,472"
1958,"HAKE, PACIFIC (WHITING)",661.3,"1,458,000","22,682"
1958,"HAKE, RED","2,539.50","5,598,600","96,114"
1958,"HAKE, SILVER","50,532.10","111,403,100","2,561,021"
1958,"HAKE, WHITE","2,026.40","4,467,400","255,025"
1958,HALFMOON,2,"4,500",903
1958,"HALIBUT, ATLANTIC",132.4,"291,800","72,188"
1958,"HALIBUT, CALIFORNIA",121.3,"267,500","64,213"
1958,"HALIBUT, PACIFIC","21,670.10","47,773,920","7,712,847"
1958,HARVESTFISH,272.8,"601,400","56,310"
1958,"HERRING, ATLANTIC","81,197.90","179,008,900","2,657,107"
1958,"HERRING, ATLANTIC THREAD","2,354.80","5,191,400","74,300"
1958,"HERRING, LAKE OR CISCO","6,394.00","14,096,200","784,232"
1958,"HERRING, PACIFIC","45,137.00","99,509,065","1,234,150"
1958,HOGCHOKER,7.3,"16,000",960
1958,HOGFISH,11.1,"24,400","3,798"
1958,JACK MACKEREL,"10,009.00","22,065,800","531,006"
1958,"JACK, CREVALLE",488.7,"1,077,400","32,322"
1958,KING WHITING,"1,937.40","4,271,100","324,997"
1958,LADYFISH,248.3,"547,300","16,719"
1958,"LAUNCE, AMERICAN SAND",75.4,"166,300","8,368"
1958,LINGCOD,"2,693.20","5,937,400","310,449"
1958,"LOBSTER, AMERICAN","12,350.10","27,227,100","13,218,791"
1958,"LOBSTER, CALIFORNIA SPINY",287.2,"633,200","389,387"
1958,"LOBSTER, CARIBBEAN SPINY","1,340.10","2,954,300","836,546"
1958,MACKEREL (SCOMBER),0.1,200,40
1958,"MACKEREL, ATLANTIC","2,075.10","4,574,700","527,612"
1958,"MACKEREL, CHUB","12,699.20","27,996,600","688,749"
1958,"MACKEREL, KING AND CERO","1,485.00","3,273,900","353,551"
1958,"MACKEREL, SPANISH","5,171.60","11,401,200","875,731"
1958,MENHADEN,"702,666.50","1,549,098,500","21,932,064"
1958,MOJARRAS,173.3,"382,100","27,371"
1958,MOONEYES,6.4,"14,200",213
1958,"MULLET, STRIPED (LIZA)","18,866.10","41,592,300","2,653,173"
1958,"MULLET, WHITE",534,"1,177,200","74,242"
1958,"MUSSEL, BLUE",204.8,"451,500","48,946"
1958,OCTOPUS,49.8,"109,865","13,043"
1958,OPALEYE,1.1,"2,400",343
1958,"OYSTER, EASTERN","25,022.00","55,163,500","28,263,798"
1958,"OYSTER, OLYMPIA",15.6,"34,400","99,400"
1958,"OYSTER, PACIFIC","5,079.00","11,197,100","2,078,159"
1958,PACIFIC SIERRA,1.2,"2,700",149
1958,PADDLEFISH,5.2,"11,400",772
1958,"PERCH, WHITE",945.1,"2,083,600","191,791"
1958,"PERCH, YELLOW","4,702.30","10,366,700","1,399,930"
1958,PERIWINKLES,13.9,"30,600","10,584"
1958,PERMIT,7.7,"16,900","1,554"
1958,PIGFISH,42,"92,600","6,165"
1958,"PIKE, BLUE",229.6,"506,200","162,359"
1958,PIKES,53.6,"118,200","13,405"
1958,POLLOCK,"14,921.10","32,895,000","1,411,272"
1958,"POMPANO, FLORIDA",360.2,"794,100","372,955"
1958,"POMPANO, PACIFIC",36.6,"80,600","19,169"
1958,"POUT, OCEAN",3.4,"7,600",231
1958,"PUFFER, NOTHERN",325.3,"717,100","26,354"
1958,RATFISH SPOTTED,569.8,"1,256,200","11,347"
1958,"REDFISH, ACADIAN","67,424.90","148,645,000","6,275,671"
1958,"ROCK BASSES, PACIFIC",0.2,400,30
1958,"ROCKFISH, PACIFIC OCEAN PERCH","2,851.20","6,285,800","261,965"
1958,ROCKFISHES,"13,256.90","29,226,091","1,228,888"
1958,"RUNNER, BLUE",419.5,"924,800","38,165"
1958,SABLEFISH,"2,586.60","5,702,411","428,257"
1958,"SALMON, ATLANTIC",1,"2,200","1,325"
1958,"SALMON, CHINOOK","12,511.40","27,582,621","9,034,818"
1958,"SALMON, CHUM","30,849.80","68,011,433","5,022,635"
1958,"SALMON, COHO","10,581.10","23,327,044","5,195,602"
1958,"SALMON, PINK","54,758.80","120,721,243","11,058,892"
1958,"SALMON, SOCKEYE","30,758.80","67,810,902","15,590,670"
1958,SAND PERCH,21.6,"47,600","1,428"
1958,SANDWORMS,132.5,"292,100","211,749"
1958,"SARDINE, PACIFIC","94,096.80","207,445,800","5,439,275"
1958,"SARDINE, SPANISH",33.7,"74,400","2,232"
1958,SAUGER,18.1,"39,900","4,421"
1958,"SAWFISH, SMALLTOOTH",5.5,"12,200",582
1958,SCADS,90.9,"200,500","16,040"
