NMFS Landings Query Results,,,,
,,,,
You Asked For the Following:,,,,
,,,,
Year             : From: 1950 To: 2010,,,,
,,,,
Species          : ALL SPECIES INDIVIDUALLY,,,,
,,,,
State            : All States,,,,
,,,,
Year,Species,Metric Tons,Pounds,$
1987,"HERRING, ATLANTIC","39,441.30","86,952,200","4,515,914"
1987,"HERRING, ATLANTIC THREAD",510.7,"1,125,896","88,306"
1987,"HERRING, LAKE OR CISCO",121.6,"268,000","113,000"
1987,"HERRING, PACIFIC","55,362.50","122,052,228","47,804,198"
1987,"HERRING, PACIFIC, ROE ON KELP",319.3,"704,027","2,346,528"
1987,"HIND, RED",4.8,"10,681","15,584"
1987,"HIND, ROCK",0.2,488,661
1987,"HIND, SPECKLED",9.9,"21,847","33,687"
1987,HOGFISH,37.3,"82,251","110,494"
1987,JACK MACKEREL,"8,020.20","17,681,363","1,194,125"
1987,"JACK, CREVALLE","1,453.80","3,205,009","609,492"
1987,KING WHITING,"1,346.00","2,967,297","1,375,406"
1987,LADYFISH,"2,323.50","5,122,452","542,037"
1987,"LAMPREY, PACIFIC",2.6,"5,633","5,633"
1987,"LAUNCE, AMERICAN SAND",88.4,"194,900","118,660"
1987,LINGCOD,"3,133.20","6,907,440","2,625,610"
1987,"LOBSTER, AMERICAN","20,798.40","45,852,261","141,902,985"
1987,"LOBSTER, CALIFORNIA SPINY",204,"449,769","2,145,884"
1987,"LOBSTER, CARIBBEAN SPINY","2,999.00","6,611,647","24,448,074"
1987,"LOBSTER, SLIPPER",11.9,"26,214","78,438"
1987,"MACKEREL, ATLANTIC","4,502.20","9,925,567","1,064,019"
1987,"MACKEREL, CHUB","26,941.80","59,395,962","3,984,177"
1987,"MACKEREL, KING AND CERO","2,363.70","5,211,007","5,614,802"
1987,"MACKEREL, SPANISH","3,256.10","7,178,415","2,492,400"
1987,"MARLIN, BLUE",57.9,"127,750","119,600"
1987,"MARLIN, WHITE",31.9,"70,432","62,789"
1987,MENHADEN,"1,230,103.60","2,711,886,420","104,775,907"
1987,MOJARRAS,156.3,"344,530","216,176"
1987,MOLLUSKS,5.9,"12,963","48,003"
1987,"MULLET, STRIPED (LIZA)","13,058.80","28,789,465","9,144,251"
1987,"MULLET, WHITE",307.6,"678,120","213,609"
1987,MULLETS,3.3,"7,300","16,106"
1987,"MUSSEL, BLUE","3,715.70","8,191,661","4,133,741"
1987,"MUSSEL, CALIFORNIA",4.4,"9,781","38,084"
1987,"MUSSELS, FW",1.5,"3,407",954
1987,OCTOPUS,71,"156,518","105,653"
1987,"OYSTER, EASTERN","13,716.00","30,238,387","81,808,178"
1987,"OYSTER, EUROPEAN FLAT",101.3,"223,401","436,206"
1987,"OYSTER, OLYMPIA",5,"10,935","540,842"
1987,"OYSTER, PACIFIC","6,818.70","15,032,602","47,768,147"
1987,"PERCH, WHITE",940.5,"2,073,464","1,061,955"
1987,"PERCH, YELLOW","1,381.00","3,044,529","4,061,540"
1987,PERIWINKLES,89.7,"197,800","236,828"
1987,PERMIT,37,"81,663","63,614"
1987,PIGFISH,63.6,"140,306","21,859"
1987,PIKES,2.7,"6,000","2,000"
1987,PINFISH,0.2,530,131
1987,"PINFISH, SPOTTAIL",1,"2,110",617
1987,POLLOCK,"20,663.80","45,555,500","17,859,576"
1987,"POLLOCK, WALLEYE","255,405.10","563,066,078","41,887,375"
1987,"POMPANO, FLORIDA",385.3,"849,456","2,534,081"
1987,"PORGY, KNOBBED",22.6,"49,899","28,836"
1987,"PORGY, RED",262.2,"578,132","591,838"
1987,"PORGY, WHITEBONE",0,81,48
1987,"POUT, OCEAN","2,194.60","4,838,300","511,158"
1987,"PUFFER, NOTHERN",118.5,"261,300","125,671"
1987,QUEENFISH,0.1,157,36
1987,QUILLBACK,83.5,"184,000","28,000"
1987,"REDFISH, ACADIAN","1,906.70","4,203,600","2,708,589"
1987,"ROCKFISH, BANK",36.6,"80,657","33,493"
1987,"ROCKFISH, BLACK",127.5,"281,161","102,310"
1987,"ROCKFISH, BLACK-AND-YELLOW",0.1,222,104
1987,"ROCKFISH, BLACKGILL",206.7,"455,718","235,003"
1987,"ROCKFISH, BLUE",9.9,"21,737","7,616"
1987,"ROCKFISH, BROWN",4.2,"9,257","3,783"
1987,"ROCKFISH, CANARY",12.2,"26,975","11,954"
1987,"ROCKFISH, CHILIPEPPER",3.4,"7,603","3,125"
1987,"ROCKFISH, CHINA",5.8,"12,769","8,181"
1987,"ROCKFISH, COPPER",3.2,"7,039","4,786"
1987,"ROCKFISH, COWCOD",46.7,"102,849","92,518"
1987,"ROCKFISH, DARKBLOTCHED",1.8,"3,973",666
1987,"ROCKFISH, PACIFIC OCEAN PERCH","1,449.80","3,196,184","997,320"
1987,"ROCKFISH, REDBANDED",3.7,"8,232","2,261"
1987,"ROCKFISH, REDSTRIPE",0,4,1
1987,"ROCKFISH, ROSY",2.3,"5,013","2,362"
1987,"ROCKFISH, SILVERGRAY",0.3,761,149
1987,"ROCKFISH, SPLITNOSE",1.7,"3,704","3,647"
1987,"ROCKFISH, WIDOW","8,458.70","18,647,972","6,024,859"
1987,"ROCKFISH, YELLOWEYE","1,015.90","2,239,738","1,035,945"
1987,"ROCKFISH, YELLOWTAIL","1,763.30","3,887,303","1,287,092"
1987,ROCKFISHES,"42,590.60","93,895,158","31,370,548"
1987,"RUNNER, BLUE",433,"954,529","207,243"
1987,SABLEFISH,"46,939.30","103,482,302","61,436,575"
1987,"SALMON, ATLANTIC",0,100,53
1987,"SALMON, CHINOOK","19,745.00","43,529,882","87,415,146"
1987,"SALMON, CHUM","40,375.90","89,012,607","51,321,325"
1987,"SALMON, COHO","18,498.80","40,782,386","57,141,043"
1987,"SALMON, PACIFIC",98,"215,941","338,433"
1987,"SALMON, PINK","72,648.80","160,161,595","69,424,840"
1987,"SALMON, SOCKEYE","107,356.00","236,676,987","369,092,431"
1987,SAND PERCH,57.7,"127,137","82,640"
1987,SANDWORMS,226.2,"498,700","970,462"
1987,"SARDINE, PACIFIC",439.4,"968,776","63,116"
1987,"SARDINE, SPANISH","2,921.80","6,441,496","752,344"
1987,SCADS,526.6,"1,160,986","186,763"
1987,"SCALLOP, BAY",226.5,"499,388","3,329,845"
1987,"SCALLOP, CALICO","4,959.20","10,933,064","11,000,598"
1987,"SCALLOP, ICELAND",13.3,"29,400","76,108"
1987,"SCALLOP, SEA","14,021.30","30,911,401","128,305,876"
1987,"SCALLOP, WEATHERVANE",264.5,"583,043","2,103,319"
1987,SCALLOPS,2.1,"4,696","52,458"
1987,SCAMP,310.3,"684,194","1,291,162"
1987,SCORPIONFISHES,13.1,"28,823","30,350"
1987,SCULPINS,2.2,"4,758","1,677"
1987,SCUP,114.6,"252,731","189,273"
1987,SCUPS OR PORGIES,"6,548.50","14,436,803","9,660,137"
1987,"SEA BASS, BLACK","2,112.00","4,656,217","4,709,586"
1987,"SEA BASS, GIANT",96.2,"212,037","338,676"
1987,SEA CATFISHES,72.8,"160,457","20,493"
1987,SEA CUCUMBER,214.4,"472,759","127,784"
1987,SEA URCHINS,"23,752.40","52,364,621","14,755,626"
1987,"SEABASS, WHITE",52.8,"116,490","223,468"
1987,SEAROBINS,22.6,"49,900","3,931"
1987,"SEATROUT, SAND",254.8,"561,711","244,078"
1987,"SEATROUT, SPOTTED","1,758.30","3,876,335","3,629,091"
1987,"SEAWEED, KELP","84,608.90","186,528,720","2,865,081"
1987,"SHAD, AMERICAN","2,092.10","4,612,247","1,840,694"
1987,"SHAD, GIZZARD",721.5,"1,590,516","57,505"
1987,"SHAD, HICKORY",21.1,"46,419","10,899"
1987,"SHARK, BIGEYE THRESHER",19.5,"43,018","22,123"
1987,"SHARK, BLACKTIP",5.1,"11,194","4,810"
1987,"SHARK, BLUE",4.2,"9,207","3,016"
1987,"SHARK, DOGFISH",91.5,"201,700","37,919"
1987,"SHARK, DUSKY",0,100,12
1987,"SHARK, HAMMERHEAD",0.1,200,24
1987,"SHARK, LEOPARD",25.4,"55,976","39,089"
1987,"SHARK, LONGFIN MAKO",3,"6,557","6,523"
1987,"SHARK, PACIFIC ANGEL",852.9,"1,880,374","542,281"
1987,"SHARK, PORBEAGLE",12.4,"27,300","23,601"
1987,"SHARK, SANDBAR",0.4,900,83
1987,"SHARK, SHORTFIN MAKO",426.5,"940,187","772,284"
1987,"SHARK, SMOOTH DOGFISH",32.4,"71,400","13,227"
1987,"SHARK, SOUPFIN",104,"229,272","191,346"
1987,"SHARK, SPINY DOGFISH","4,235.00","9,336,483","868,336"
1987,"SHARK, THRESHER",566.7,"1,249,285","1,191,298"
1987,SHARKS,"3,457.90","7,623,311","4,041,331"
1987,"SHEEPHEAD, CALIFORNIA",14.9,"32,892","19,704"
1987,SHEEPSHEAD,"1,700.90","3,749,889","705,432"
1987,SHELLFISH,"7,575.90","16,701,813","8,891,979"
1987,"SHRIMP, BLUE MUD",19.4,"42,723","46,369"
1987,"SHRIMP, BRINE","3,283.20","7,238,213","2,837,644"
1987,"SHRIMP, BROWN","68,635.70","151,314,159","273,903,871"
1987,"SHRIMP, GHOST",45.6,"100,559","280,240"
1987,"SHRIMP, MARINE, OTHER","5,186.90","11,434,939","12,724,528"
1987,"SHRIMP, OCEAN","31,099.00","68,560,925","46,588,645"
1987,"SHRIMP, PACIFIC ROCK",109.8,"241,991","298,578"
1987,"SHRIMP, PENAEID","1,283.20","2,829,026","2,947,231"
1987,"SHRIMP, PINK","8,980.40","19,798,155","39,716,588"
1987,"SHRIMP, ROCK","2,637.70","5,815,119","3,586,867"
1987,"SHRIMP, ROYAL RED",62.4,"137,654","275,977"
1987,"SHRIMP, SEABOB","3,925.30","8,653,737","5,108,767"
1987,"SHRIMP, SPOT",40.7,"89,821","443,884"
1987,"SHRIMP, WHITE","43,166.40","95,164,708","198,933,284"
1987,"SHRIMP,ATLANTIC & GULF,ROUGHNECK","1,255.40","2,767,749","1,767,031"
1987,SILVERSIDES,28.2,"62,100","50,902"
1987,SKATES,"5,301.60","11,687,938","770,862"
1987,SKIPPERS,10.3,"22,734","2,656"
1987,"SMELT, EULACHON",849.8,"1,873,523","219,208"
1987,"SMELT, RAINBOW","1,757.10","3,873,800","886,261"
1987,SMELTS,507.8,"1,119,535","279,226"
1987,SNAILS (CONCHS),"1,199.90","2,645,246","2,541,999"
1987,"SNAPPER, BLACK",1.6,"3,495","4,340"
1987,"SNAPPER, CUBERA",1.1,"2,374","2,473"
1987,"SNAPPER, GRAY",363.6,"801,565","1,206,864"
1987,"SNAPPER, LANE",39.3,"86,698","91,696"
1987,"SNAPPER, MUTTON",251.4,"554,316","994,267"
1987,"SNAPPER, QUEEN",17.8,"39,190","51,113"
1987,"SNAPPER, RED","1,799.30","3,966,723","9,473,594"
1987,"SNAPPER, SILK",23.9,"52,738","86,917"
1987,"SNAPPER, VERMILION",950.5,"2,095,506","3,573,794"
1987,"SNAPPER, YELLOWTAIL",618,"1,362,355","2,805,507"
1987,SNAPPERS,628.7,"1,386,057","2,652,578"
1987,"SOLE, BUTTER",20.4,"44,924","9,100"
1987,"SOLE, CURLFIN",4.4,"9,685","3,169"
1987,"SOLE, DOVER","18,481.20","40,743,730","12,418,535"
1987,"SOLE, ENGLISH","2,853.40","6,290,525","2,478,093"
1987,"SOLE, FLATHEAD",0.6,"1,311",491
1987,"SOLE, PETRALE","2,215.90","4,885,158","3,976,819"
1987,"SOLE, REX","1,329.30","2,930,661","1,038,084"
1987,"SOLE, ROCK","9,893.20","21,810,646","1,593,448"
1987,"SOLE, SAND",546.2,"1,204,152","875,226"
1987,"SOLE, YELLOWFIN",32.9,"72,540","7,761"
1987,SPADEFISHES,10.5,"23,130","3,035"
1987,SPEARFISHES,10.4,"23,000","36,000"
1987,SPOT,"3,837.20","8,459,419","2,374,789"
1987,"SQUID, CALIFORNIA MARKET","19,984.30","44,057,304","3,954,948"
1987,"SQUID, LONGFIN","6,035.20","13,305,300","5,306,084"
1987,"SQUID, NORTHERN SHORTFIN","5,087.70","11,216,400","1,748,127"
1987,SQUIDS,"6,454.50","14,229,611","5,454,482"
1987,"STURGEON, GREEN",95.2,"209,823","110,668"
1987,"STURGEON, WHITE",339,"747,465","1,232,099"
1987,STURGEONS,42.3,"93,164","88,004"
1987,SUCKERS,412.8,"910,000","43,000"
1987,SUNFISHES,3.3,"7,300","3,531"
1987,SURFPERCHES,66.1,"145,699","119,185"
1987,SWORDFISH,"5,647.70","12,450,895","41,842,243"
1987,TARPON,0,100,23
1987,TAUTOG,524.9,"1,157,200","445,931"
1987,THRESHER SHARKS,1.8,"3,900","1,841"
1987,TILAPIAS,198.7,"438,000","110,000"
1987,"TILEFISH, BLUELINE",36.9,"81,263","65,448"
1987,"TILEFISH, GOLDEN","3,647.70","8,041,778","8,945,230"
1987,"TILEFISH, GOLDFACE",2.4,"5,291","7,647"
1987,TILEFISHES,11.9,"26,245","19,028"
1987,TOADFISHES,0.1,200,20
1987,TRIGGERFISHES,92.8,"204,574","113,645"
1987,TRIPLETAIL,0.3,573,209
1987,"TROUT, LAKE",506.7,"1,117,000","662,000"
1987,"TROUT, RAINBOW",654.6,"1,443,169","2,085,883"
1987,"TUNA, ALBACORE","3,528.90","7,779,895","6,103,740"
1987,"TUNA, BIGEYE","1,543.00","3,401,623","9,780,205"
1987,"TUNA, BLACKFIN",66.8,"147,301","95,894"
1987,"TUNA, BLUEFIN","1,165.70","2,569,961","14,116,679"
1987,"TUNA, BLUEFIN PACIFIC",822.8,"1,814,041","2,057,394"
1987,"TUNA, LITTLE TUNNY",75.9,"167,323","25,148"
1987,"TUNA, SKIPJACK","7,223.50","15,924,913","7,937,756"
1987,"TUNA, YELLOWFIN","31,011.90","68,368,747","58,656,391"
1987,TUNAS,291.3,"642,100","898,730"
1987,"TURTLE, SNAPPING",53.2,"117,280","63,818"
1987,WAHOO,64.2,"141,447","147,866"
1987,WALLEYE,9.5,"21,000","20,000"
1987,WEAKFISH,"7,743.90","17,072,159","7,395,543"
1987,"WHITEFISH, LAKE","4,183.10","9,222,000","6,390,000"
1987,"WHITEFISH, ROUND",162.8,"359,000","123,000"
1987,WOLF-EEL,7.2,"15,934","5,162"
1987,"WOLFFISH, ATLANTIC",850.7,"1,875,400","707,815"
1987,YELLOWTAIL JACK,25.8,"56,866","55,552"
1988,"ABALONE, BLACK",36.6,"80,665","574,299"
1988,"ABALONE, GREEN",4.3,"9,410","126,054"
1988,"ABALONE, PINK",3.5,"7,614","91,223"
1988,"ABALONE, RED",58.9,"129,846","1,215,428"
1988,ABALONES,34.5,"76,100","307,368"
1988,ALEWIFE,"7,437.50","16,396,728","820,299"
1988,"ALLIGATOR, AMERICAN",22.7,"49,989","168,446"
1988,AMBERJACK,"1,654.70","3,647,874","2,124,936"
1988,"ANCHOVY, NORTHERN","1,518.20","3,347,011","417,078"
1988,ATKA MACKEREL,"2,014.30","4,440,828","260,728"
1988,BALLYHOO,476.8,"1,051,260","571,771"
1988,"BARRACUDA, PACIFIC",62.6,"137,962","112,934"
1988,BARRACUDAS,0.1,194,68
1988,"BASS, STRIPED",181.9,"400,945","510,570"
1988,BILLFISHES,1.9,"4,100","2,565"
1988,BLOODWORMS,181.5,"400,100","1,932,865"
1988,BLUEFISH,"7,492.80","16,518,538","2,956,082"
1988,"BONITO, ATLANTIC",233.4,"514,597","190,798"
1988,"BONITO, PACIFIC","3,938.40","8,682,694","1,674,660"
1988,BOWFIN,3.3,"7,210","1,027"
1988,"BROTULA, BEARDED",15.7,"34,719","18,391"
1988,BUFFALOFISHES,"2,318.30","5,111,028","914,675"
1988,BUTTERFISH,"2,320.10","5,114,948","3,268,710"
1988,CABEZON,17.1,"37,600","12,634"
1988,"CARP, COMMON",189.2,"417,079","45,007"
1988,CATFISHES & BULLHEADS,"4,227.30","9,319,615","3,775,251"
1988,"CLAM, ATLANTIC JACKKNIFE",13.1,"28,864","80,315"
1988,"CLAM, ATLANTIC SURF","28,174.50","62,113,500","28,539,157"
1988,"CLAM, BUTTER",2.4,"5,378","5,740"
1988,"CLAM, CALIFORNIA JACKKNIFE",0.6,"1,316","10,655"
1988,"CLAM, MANILA",262.9,"579,582","4,546,860"
1988,"CLAM, NORTHERN QUAHOG",316.5,"697,700","4,587,483"
1988,"CLAM, OCEAN QUAHOG","13,803.50","30,431,200","10,236,767"
1988,"CLAM, PACIFIC GEODUCK",776.1,"1,710,922","753,178"
1988,"CLAM, PACIFIC LITTLENECK",177.9,"392,206","640,616"
1988,"CLAM, PACIFIC RAZOR",6.8,"14,938","86,715"
1988,"CLAM, PACIFIC, GAPER",1.6,"3,507","4,551"
1988,"CLAM, QUAHOG","4,961.50","10,938,050","55,493,385"
1988,"CLAM, SOFTSHELL","3,534.60","7,792,374","20,157,635"
1988,"CLAM, SUNRAY VENUS",31.5,"69,490","9,031"
1988,CLAMS OR BIVALVES,4.2,"9,367","10,613"
1988,COBIA,118.8,"261,833","286,532"
1988,"COCKLE, NUTTALL",6.4,"14,165","12,534"
1988,"COD, ATLANTIC","34,603.30","76,286,500","43,046,947"
1988,"COD, PACIFIC","121,946.50","268,843,186","39,235,806"
1988,"CRAB, ATLANTIC ROCK",691.7,"1,524,900","325,331"
1988,"CRAB, BLUE","101,500.40","223,767,769","85,960,174"
1988,"CRAB, BLUE, PEELER",254.7,"561,431","825,549"
1988,"CRAB, BLUE, SOFT",127.1,"280,199","632,138"
1988,"CRAB, BLUE, SOFT AND PEELER","1,176.90","2,594,587","4,793,685"
1988,"CRAB, DEEPSEA RED",3.7,"8,100","9,464"
1988,"CRAB, DUNGENESS","22,396.50","49,375,419","56,813,866"
1988,"CRAB, FLORIDA STONE CLAWS","2,419.80","5,334,791","12,646,436"
1988,"CRAB, GREEN",1.1,"2,500","1,125"
1988,"CRAB, HORSESHOE",312.5,"688,839","86,706"
1988,"CRAB, JONAH",558.2,"1,230,600","472,141"
1988,"CRAB, KING","9,520.40","20,988,721","84,479,262"
1988,"CRAB, RED ROCK",569.3,"1,255,032","1,213,698"
1988,"CRAB, SNOW","59,338.50","130,817,707","109,232,789"
1988,"CRAB, SOUTHERN TANNER","6,141.30","13,539,220","30,986,522"
1988,CRABS,"5,123.70","11,295,782","6,114,060"
1988,CRAPPIE,0.3,700,151
1988,CRAYFISHES OR CRAWFISHES,"9,064.00","19,982,556","9,111,130"
1988,"CROAKER, ATLANTIC","4,801.40","10,585,058","4,627,429"
1988,"CROAKER, PACIFIC WHITE",515.1,"1,135,551","430,146"
1988,CUNNER,2,"4,500",502
1988,CUSK,"1,072.80","2,365,200","1,022,675"
1988,"CUTLASSFISH, ATLANTIC",0.6,"1,391",199
1988,DOLPHINFISH,339.8,"749,096","912,502"
1988,"DORY, AMERICAN JOHN",8.6,"19,000","7,532"
1988,"DRUM, BLACK","4,882.30","10,763,485","3,193,314"
1988,"DRUM, FRESHWATER",471.9,"1,040,455","202,002"
1988,"DRUM, RED",239.4,"527,778","524,583"
1988,ECHINODERM,5.7,"12,666","4,693"
1988,"EEL, AMERICAN",573.4,"1,264,068","1,933,503"
1988,"EEL, CONGER",43,"94,900","17,486"
1988,EELS,0.1,116,81
1988,"FINFISHES, FW, OTHER",19.9,"43,826","65,844"
1988,"FINFISHES, GROUNDFISHES, OTHER",2.8,"6,200","3,042"
1988,"FINFISHES, UNC BAIT AND ANIMAL FOOD","6,266.20","13,814,490","858,303"
1988,"FINFISHES, UNC FOR FOOD",823.4,"1,815,255","876,437"
1988,"FINFISHES, UNC GENERAL","56,011.10","123,482,136","38,930,119"
1988,FLATFISH,"6,020.30","13,272,368","2,892,354"
1988,"FLOUNDER, ARROWTOOTH","2,879.60","6,348,301","619,457"
1988,"FLOUNDER, PACIFIC, SANDDAB",540.7,"1,192,024","412,402"
1988,"FLOUNDER, SOUTHERN","1,524.40","3,360,741","3,616,241"
1988,"FLOUNDER, STARRY","1,000.50","2,205,736","630,761"
1988,"FLOUNDER, SUMMER","14,768.60","32,558,749","40,800,843"
1988,"FLOUNDER, WINDOWPANE","2,549.80","5,621,200","2,952,681"
1988,"FLOUNDER, WINTER","8,434.00","18,593,695","22,352,963"
1988,"FLOUNDER, WITCH","3,625.40","7,992,502","11,645,425"
1988,"FLOUNDER, YELLOWTAIL","5,043.70","11,119,300","13,189,103"
1988,"FLOUNDER,ATLANTIC,PLAICE","4,709.70","10,382,900","10,531,624"
1988,"FLOUNDER,PACIFIC,SANDDAB",109.7,"241,912","79,188"
1988,"FLOUNDERS, RIGHTEYE",430.8,"949,837","74,679"
1988,FROGS,4.2,"9,307","12,758"
1988,GAG,569.4,"1,255,259","2,644,115"
1988,GARS,389.5,"858,628","383,432"
1988,GOOSEFISH,"7,185.50","15,841,195","9,858,883"
1988,"GREENLING, KELP",2,"4,347","7,076"
1988,GRENADIERS,140.4,"309,633","49,016"
1988,"GROUPER, BLACK",534.2,"1,177,647","2,630,897"
1988,"GROUPER, GOLIATH",67.6,"149,137","113,330"
1988,"GROUPER, MARBLED",0.9,"2,067","2,168"
1988,"GROUPER, NASSAU",2.1,"4,662","7,754"
1988,"GROUPER, RED","2,551.20","5,624,420","9,122,615"
1988,"GROUPER, SNOWY",224.5,"494,835","839,922"
1988,"GROUPER, WARSAW",136.2,"300,244","363,314"
1988,"GROUPER, YELLOWEDGE",719,"1,585,021","2,882,811"
1988,"GROUPER, YELLOWFIN",11.5,"25,314","39,501"
1988,GROUPERS,635.1,"1,400,151","2,290,456"
1988,GRUNTS,223.2,"491,957","215,790"
1988,HADDOCK,"2,915.00","6,426,400","7,021,583"
1988,HAGFISHES,313.3,"690,655","299,153"
1988,"HAKE, ATLANTIC, RED/WHITE",655.6,"1,445,370","401,595"
1988,"HAKE, PACIFIC (WHITING)","7,111.60","15,678,169","1,157,403"
1988,"HAKE, RED","1,740.50","3,837,100","618,463"
1988,"HAKE, SILVER","16,124.10","35,547,295","8,612,573"
1988,"HAKE, WHITE","4,790.40","10,560,906","3,239,609"
1988,"HALIBUT, ATLANTIC",78.9,"174,000","333,984"
1988,"HALIBUT, CALIFORNIA",502.2,"1,107,206","2,480,860"
1988,"HALIBUT, GREENLAND","6,586.80","14,521,362","3,038,317"
1988,"HALIBUT, PACIFIC","38,500.90","84,879,062","80,930,065"
1988,HARVESTFISH,131.1,"288,979","203,210"
1988,"HERRING, ATLANTIC","41,003.50","90,396,420","5,230,855"
1988,"HERRING, ATLANTIC THREAD",760.2,"1,675,949","135,275"
1988,"HERRING, PACIFIC","60,283.20","132,900,248","55,696,610"
1988,"HERRING, PACIFIC, ROE ON KELP",420.6,"927,347","4,850,999"
1988,"HIND, RED",2,"4,463","6,956"
1988,"HIND, SPECKLED",8.7,"19,177","31,940"
1988,HOGFISH,39,"86,022","126,183"
1988,JACK MACKEREL,"5,067.50","11,171,842","795,810"
1988,"JACK, CREVALLE","1,306.80","2,880,987","688,652"
1988,KING WHITING,"1,015.30","2,238,310","1,120,939"
1988,LADYFISH,"1,885.00","4,155,757","426,274"
1988,"LAMPREY, PACIFIC",4.9,"10,896","1,634"
1988,"LAUNCE, AMERICAN SAND",57.9,"127,600","82,826"
1988,LINGCOD,"3,405.80","7,508,321","2,763,248"
1988,"LOBSTER, AMERICAN","22,209.70","48,963,602","146,178,363"
1988,"LOBSTER, CALIFORNIA SPINY",270.8,"596,990","3,194,794"
1988,"LOBSTER, CARIBBEAN SPINY","3,405.80","7,508,430","21,801,002"
1988,"LOBSTER, SLIPPER",17.4,"38,252","103,399"
1988,"MACKEREL, ATLANTIC","6,693.30","14,756,132","1,943,410"
1988,"MACKEREL, CHUB","30,127.90","66,420,003","5,119,207"
1988,"MACKEREL, KING AND CERO","2,067.00","4,556,891","5,023,436"
1988,"MACKEREL, SPANISH","2,795.70","6,163,310","2,428,627"
1988,"MARLIN, BLUE",11.8,"26,060","18,687"
1988,"MARLIN, WHITE",3.3,"7,358","3,851"
1988,MENHADEN,"936,490.90","2,064,587,885","104,373,414"
1988,MOJARRAS,141.9,"312,938","188,699"
1988,MOLLUSKS,5.6,"12,274","64,186"
1988,"MULLET, STRIPED (LIZA)","14,184.70","31,271,670","12,962,755"
1988,"MULLET, WHITE",278.4,"613,751","152,608"
1988,MULLETS,33.3,"73,433","25,126"
1988,"MUSSEL, BLUE","4,859.90","10,714,120","4,586,492"
1988,"MUSSEL, CALIFORNIA",4.6,"10,132","25,229"
1988,"MUSSELS, FW",1.2,"2,564",744
1988,OCTOPUS,143.3,"316,007","214,024"
1988,"OYSTER, EASTERN","11,842.70","26,108,514","72,883,381"
1988,"OYSTER, EUROPEAN FLAT",172.4,"380,161","726,609"
1988,"OYSTER, OLYMPIA",2.8,"6,108","157,679"
1988,"OYSTER, PACIFIC","4,655.60","10,263,757","17,243,278"
1988,"PERCH, WHITE",768.6,"1,694,528","884,277"
1988,"PERCH, YELLOW",57.4,"126,606","58,947"
1988,PERIWINKLES,161.7,"356,400","379,571"
1988,PERMIT,46,"101,366","79,829"
1988,PIGFISH,78.4,"172,935","27,545"
1988,"PINFISH, SPOTTAIL",0.4,843,332
1988,POLLOCK,"14,983.90","33,033,500","11,041,854"
1988,"POLLOCK, WALLEYE","578,329.80","1,274,985,773","96,724,359"
1988,"POMPANO, FLORIDA",366.5,"807,991","2,285,146"
1988,"PORGY, KNOBBED",33.9,"74,759","49,106"
1988,"PORGY, RED",286.9,"632,604","664,235"
1988,"PORGY, WHITEBONE",4.1,"9,132","3,950"
1988,"POUT, OCEAN","1,815.80","4,003,100","443,793"
1988,"PUFFER, NOTHERN",145.1,"319,975","147,229"
1988,QUEENFISH,0.1,122,60
1988,RATFISH SPOTTED,0,28,107
1988,RAYS,80.5,"177,478","14,905"
1988,"REDFISH, ACADIAN","1,066.70","2,351,600","1,466,394"
1988,"ROCKFISH, BANK",51.5,"113,561","35,475"
1988,"ROCKFISH, BLACK",206.9,"456,191","104,069"
1988,"ROCKFISH, BLACKGILL",294.4,"649,000","316,191"
1988,"ROCKFISH, BLUE",9.5,"21,016","7,133"
1988,"ROCKFISH, BOCACCIO",0,76,16
1988,"ROCKFISH, BROWN",12.9,"28,355","9,106"
1988,"ROCKFISH, CANARY",6.7,"14,670","7,159"
1988,"ROCKFISH, CHILIPEPPER",8.2,"17,998","6,097"
1988,"ROCKFISH, CHINA",8.1,"17,876","12,930"
1988,"ROCKFISH, COPPER",2.1,"4,632","3,315"
1988,"ROCKFISH, COWCOD",18.9,"41,638","44,101"
1988,"ROCKFISH, DARKBLOTCHED",0.1,325,69
1988,"ROCKFISH, OLIVE",0.1,287,201
1988,"ROCKFISH, PACIFIC OCEAN PERCH","2,295.10","5,059,759","1,378,410"
1988,"ROCKFISH, REDBANDED",8.1,"17,960","6,368"
1988,"ROCKFISH, REDSTRIPE",0,5,1
1988,"ROCKFISH, SILVERGRAY",1.7,"3,822","1,383"
1988,"ROCKFISH, VERMILION",0,46,42
1988,"ROCKFISH, WIDOW","10,213.30","22,516,158","6,412,713"
1988,"ROCKFISH, YELLOWEYE",711.3,"1,568,205","825,944"
1988,"ROCKFISH, YELLOWMOUTH",0.2,344,177
1988,"ROCKFISH, YELLOWTAIL","4,699.30","10,359,981","3,006,685"
1988,ROCKFISHES,"43,384.60","95,645,587","31,949,710"
1988,"RUNNER, BLUE",857.9,"1,891,302","475,662"
1988,SABLEFISH,"48,473.70","106,865,064","90,996,159"
1988,"SALMON, CHINOOK","21,923.20","48,331,918","116,909,755"
1988,"SALMON, CHUM","61,111.40","134,726,133","117,270,251"
1988,"SALMON, COHO","22,731.90","50,114,644","93,455,877"
1988,"SALMON, PACIFIC",166.2,"366,397","1,186,228"
1988,"SALMON, PINK","76,700.80","169,094,502","134,287,398"
1988,"SALMON, SOCKEYE","87,795.40","193,553,663","460,931,936"
1988,SAND PERCH,119.5,"263,524","137,142"
1988,SANDWORMS,208,"458,500","916,942"
