Year,Species,Metric.Tons,Pounds,LandedValue,TaxonKey
2010,ESCOLAR,55.8,123073,110940,601042
2010,"FINFISHES, UNC BAIT AND ANIMAL FOOD",1087,2396380,608697,100139
2010,"FINFISHES, UNC FOR FOOD",1206.6,2660020,840789,100139
2010,"FINFISHES, UNC GENERAL",1484.1,3271915,2942797,100139
2010,FLATFISH,12823.2,28269952,10818527,300061
2010,"FLOUNDER, ARROWTOOTH",49553.9,109246441,9882291,600517
2010,"FLOUNDER, FOURSPOT",7.8,17159,6624,613967
2010,"FLOUNDER, PACIFIC, SANDDAB",56.4,124311,92867,100031
2010,"FLOUNDER, SOUTHERN",803.2,1770724,3791511,100031
2010,"FLOUNDER, STARRY",37,81570,36645,604249
2010,"FLOUNDER, SUMMER",5971.1,13163869,28562911,601338
2010,"FLOUNDER, WINDOWPANE",46.4,102386,59387,600530
2010,"FLOUNDER, WINTER",1586.9,3498442,6959547,600524
2010,"FLOUNDER, WITCH",758.9,1673143,3773526,600026
2010,"FLOUNDER, YELLOWTAIL",1317.9,2905454,4193981,600521
2010,"FLOUNDER,ATLANTIC,PLAICE",1412.7,3114401,4498591,604239
2010,"FLOUNDER,PACIFIC,SANDDAB",90.3,199164,84550,604215
2010,"FLOUNDERS, RIGHTEYE",0.3,614,327,400440
2010,FROGS,1.4,3016,6341,
2010,GAG,482.3,1063193,3922724,601212
2010,GARS,238.6,525994,430155,400475
2010,GLASSEYE SNAPPER,2.1,4583,15242,601150
2010,GOATFISHES,28.1,61983,280985,400332
2010,GOLDFISH,69.3,152858,108201,
2010,GOOSEFISH,7433.8,16388553,19214904,400190
2010,GRAYSBY,0.1,258,705,600012
2010,"GREENLING, KELP",19.9,43970,202714,604032
2010,GRENADIERS,135.3,298366,52505,500327
2010,"GROUPER, BLACK",32.4,71432,245355,601209
2010,"GROUPER, RED",1724.7,3802353,9898772,600017
2010,"GROUPER, SNOWY",91.4,201568,590261,601208
2010,"GROUPER, WARSAW",28.6,63065,137597,601207
2010,"GROUPER, YELLOWEDGE",247.4,545338,1782923,601205
2010,"GROUPER, YELLOWFIN",2.1,4685,17394,601216
2010,"GROUPER, YELLOWMOUTH",0.1,169,698,601211
2010,GROUPERS,5.6,12307,51127,503028
2010,"GRUNT, TOMTATE",0.1,115,53,400327
2010,"GRUNT, WHITE",10.4,22828,25136,601140
2010,GRUNTS,143.7,316844,275823,400327
2010,HADDOCK,9811,21629236,21715488,601381
2010,HAGFISHES,2223.1,4901008,3504691,400002
2010,"HAKE, ATLANTIC, RED/WHITE",59.7,131600,68089,500654
2010,"HAKE, OFFSHORE SILVER",7,15403,8337,601080
2010,"HAKE, PACIFIC (WHITING)",161124.8,355215799,27315866,600326
2010,"HAKE, RED",616.3,1358664,525282,600312
2010,"HAKE, SILVER",8078.2,17809304,11039602,600323
2010,"HAKE, WHITE",1807,3983639,4116221,600313
2010,"HALIBUT, ATLANTIC",24.4,53864,323860,601371
2010,"HALIBUT, CALIFORNIA",242.5,534568,2352594,100031
2010,"HALIBUT, GREENLAND",3909.9,8619719,2122443,600516
2010,"HALIBUT, PACIFIC",25589.1,56413622,206958364,600514
2010,HARVESTFISH,49.5,109042,139719,603923
2010,"HERRING, ATLANTIC",65761.1,144976862,21127366,600024
2010,"HERRING, ATLANTIC THREAD",532.7,1174296,188721,601486
2010,"HERRING, BLUEBACK",6.3,13852,11777,601574
2010,"HERRING, LAKE OR CISCO",564,1243432,715835,
2010,"HERRING, PACIFIC",49350,108797038,23304998,601520
2010,HERRINGS,389.2,857975,191886,501941
2010,"HIND, RED",4.4,9623,25022,600015
2010,"HIND, ROCK",7.2,15797,61103,600014
2010,"HIND, SPECKLED",8.2,18024,45166,500442
2010,HOGFISH,39.6,87393,277921,601071
2010,JACK MACKEREL,288.8,636713,62731,500661
2010,"JACK, ALMACO",105.9,233560,213619,500467
2010,"JACK, BAR",18.5,40803,38670,601918
2010,"JACK, BLACK",0.1,127,239,601936
2010,"JACK, CREVALLE",282.4,622560,498741,600071
2010,"JACK, HORSE-EYE",0.2,496,511,601935
2010,JACKS,74,163167,158047,500467
2010,"JOBFISH, GREEN (UKU)",49.5,109081,428039,600084
2010,KING WHITING,627.9,1384164,1461354,600029
2010,"KINGFISH, NORTHERN",0.2,541,243,502790
2010,LADYFISH,712.2,1570022,796761,600175
2010,"LAUNCE, AMERICAN SAND",1.6,3629,19560,400402
2010,LEATHER-SKIN,0.1,255,504,500467
2010,LEATHERJACKETS,234.9,517901,836277,400517
2010,LIMPETS,5.5,12105,70927,590242
2010,LINGCOD,407.1,897473,881682,600509
2010,"LOBSTER, AMERICAN",53330.8,117573017,404033800,690010
2010,"LOBSTER, BANDED SPINY",4.3,9419,116492,590082
2010,"LOBSTER, CALIFORNIA SPINY",324.6,715686,11386190,590082
2010,"LOBSTER, CARIBBEAN SPINY",2615.6,5766340,35569229,690071
2010,"LOBSTER, SLIPPER",1.1,2434,8021,590244
2010,LOOKDOWN,4.3,9506,7406,601004
2010,"MACKEREL, ATLANTIC",9876.6,21773937,4396295,600118
2010,"MACKEREL, CHUB",1989.9,4386860,443065,600117
2010,"MACKEREL, FRIGATE",0,2,6,600094
2010,"MACKEREL, KING",358.3,789811,1314847,600120
2010,"MACKEREL, KING AND CERO",2637.2,5813998,9519171,500142
2010,"MACKEREL, SPANISH",2627.9,5793522,4338132,500142
2010,MANTIS SHRIMPS,1.3,2855,7300,390017
2010,MARGATE,3.2,7042,6646,501143
2010,"MARLIN, BLUE",398.4,878279,1123677,600216
2010,"MARLIN, STRIPED",155.3,342332,632708,600223
2010,MENHADEN,571289.3,1259464387,92849681,400043
2010,MOJARRAS,247.3,545220,633364,502403
2010,MOLLUSKS,120.2,264956,424326,
2010,"MOONFISH, ATLANTIC",6.9,15171,12984,600378
2010,"MULLET, STRIPED (LIZA)",5476.1,12072676,6727680,508042
2010,"MULLET, WHITE",226.2,498744,224332,601086
2010,MULLETS,35.2,77618,186650,508042
2010,MUMMICHOG,0,11,NA,
2010,"MUSSEL, BLUE",2825.9,6229970,6984829,690053
2010,"MUSSEL, CALIFORNIA",28.4,62607,187821,490054
2010,OCEAN SUNFISH,0.1,130,13,601732
2010,OCTOPUS,355.6,784016,392911,590013
2010,OILFISH,271.1,597757,801846,601044
2010,OPAH,827.3,1823832,2591394,601072
2010,"OYSTER, EASTERN",8794.4,19388144,87113778,690009
2010,"OYSTER, EUROPEAN FLAT",0.4,796,8082,690123
2010,"OYSTER, KUMAMOTO",44.2,97511,2632798,690888
2010,"OYSTER, OLYMPIA",0.1,167,7547,690279
2010,"OYSTER, PACIFIC",4907.7,10819501,41284324,690283
2010,PARROTFISHES,29.1,64156,217045,500242
2010,"PERCH, WHITE",1302.1,2870706,1918322,600355
2010,"PERCH, YELLOW",796.3,1755419,2942444,
2010,PERIWINKLES,181.1,399247,1057737,590049
2010,PERMIT,2.3,4968,7568,500598
2010,PIGFISH,18.8,41438,83055,600005
2010,PINFISH,114.9,253224,230228,601203
2010,"PINFISH, SPOTTAIL",2.3,5133,2114,501548
2010,POLLOCK,5157.5,11370185,9529022,600034
2010,"POLLOCK, WALLEYE",883416.3,1947579632,282399251,600318
2010,POMFRETS,269.1,593171,1548587,400319
2010,"POMPANO, AFRICAN",4.2,9220,21048,400319
2010,"POMPANO, FLORIDA",126.2,278320,1077959,600380
2010,"PORGY, JOLTHEAD",4.6,10169,7285,601221
2010,"PORGY, KNOBBED",11.3,24975,23266,
2010,"PORGY, RED",150.5,331809,465989,601756
2010,"POUT, OCEAN",0.2,362,181,600480
2010,"PRICKLEBACK, MONKEYFACE",0,30,94,509279
2010,"PUFFER, NOTHERN",88.5,195102,863271,601181
2010,PUFFERS,1.7,3771,2315,400448
2010,QUILLBACK,115.2,254032,64888,
2010,RATFISH SPOTTED,0,25,58,602589
2010,"RAY,COWNOSE",80.3,176928,112198,602584
2010,"RAY,STINGRAYS",1,2294,2654,500646
2010,"REDFISH, ACADIAN",1646,3628710,1959681,501135
2010,"ROCKFISH, AURORA",0.3,561,848,400573
2010,"ROCKFISH, BANK",7.5,16511,11778,400573
2010,"ROCKFISH, BLACK",154.1,339711,652754,603979
2010,"ROCKFISH, BLACK-AND-YELLOW",10.4,22956,151974,400573
2010,"ROCKFISH, BLACKGILL",95,209457,246288,400573
2010,"ROCKFISH, BLUE",6.4,14040,21023,400573
2010,"ROCKFISH, BOCACCIO",5,10928,11185,603987
2010,"ROCKFISH, BROWN",26.5,58504,337403,400573
2010,"ROCKFISH, CANARY",13.1,28954,14769,603989
2010,"ROCKFISH, CHILIPEPPER",332.1,732099,441405,603971
2010,"ROCKFISH, CHINA",6.9,15266,98980,400573
2010,"ROCKFISH, COPPER",3.8,8428,45638,400573
2010,"ROCKFISH, DARKBLOTCHED",175.6,387114,196490,603962
2010,"ROCKFISH, FLAG",0.1,329,884,400573
2010,"ROCKFISH, GOPHER",28.2,62158,410073,400573
2010,"ROCKFISH, GRASS",12.5,27567,242379,400573
2010,"ROCKFISH, GREENBLOTCHED",0.1,211,570,400573
2010,"ROCKFISH, GREENSPOTTED",0.8,1839,3087,400573
2010,"ROCKFISH, GREENSTRIPED",0,69,86,400573
2010,"ROCKFISH, KELP",1,2255,11303,400573
2010,"ROCKFISH, OLIVE",0.5,1208,2427,400573
2010,"ROCKFISH, PACIFIC OCEAN PERCH",32467.5,71577851,11045649,600504
2010,"ROCKFISH, REDBANDED",0.5,1140,1277,400573
2010,"ROCKFISH, REDSTRIPE",0.1,309,117,400573
2010,"ROCKFISH, ROSY",0.2,386,1295,400573
2010,"ROCKFISH, SHORTBELLY",0,14,2,400573
2010,"ROCKFISH, SILVERGRAY",0.4,881,427,400573
2010,"ROCKFISH, SPECKLED",0.2,457,591,400573
2010,"ROCKFISH, SPLITNOSE",81.5,179672,53953,400573
2010,"ROCKFISH, SQUARESPOT",0.1,128,414,400573
2010,"ROCKFISH, STARRY",0.8,1766,7299,400573
2010,"ROCKFISH, TREEFISH",1.6,3520,30451,400573
2010,"ROCKFISH, VERMILION",14.6,32121,79251,400573
2010,"ROCKFISH, WIDOW",135.4,298443,132269,600502
2010,"ROCKFISH, YELLOWEYE",4,8767,9047,400573
2010,"ROCKFISH, YELLOWMOUTH",0.1,132,65,400573
2010,"ROCKFISH, YELLOWTAIL",861.7,1899750,948581,600503
2010,ROCKFISHES,14636.6,32267954,10713750,400573
2010,"ROSEFISH, BLACKBELLY",5.7,12511,20895,600076
2010,"RUDDERFISH, BANDED",24.9,54847,44443,500928
2010,"RUNNER, BLUE",120.4,265477,246947,601933
2010,"RUNNER, RAINBOW",1.1,2332,4485,600412
2010,SABLEFISH,18287.8,40317190,124384950,600512
2010,SAILFISH,14.7,32366,41061,500488
2010,"SALMON, CHINOOK",6041.7,13319460,38155563,600244
2010,"SALMON, CHUM",52434.4,115596943,74919439,600241
2010,"SALMON, COHO",15082,33249728,35738947,600245
2010,"SALMON, PINK",168990.9,372557379,127337509,600240
2010,"SALMON, SOCKEYE",114754.9,252988614,278646491,600243
2010,SANDWORMS,122.2,269477,1444516,
2010,"SARDINE, PACIFIC",66157.7,145851214,12301798,601477
2010,"SARDINE, SPANISH",914.8,2016731,308268,501940
2010,"SCAD, BIGEYE",168.4,371281,940733,600387
2010,"SCAD, MACKEREL",92.8,204644,528736,600993
2010,SCADS,295.9,652263,428491,502102
2010,"SCALLOP, BAY",76,167570,2108858,690030
2010,"SCALLOP, SEA",26098.1,57535899,455731381,490055
2010,SCAMP,173.4,382267,1413240,601213
2010,"SCORPIONFISH, SPINYCHEEK",0.1,244,272,502730
2010,SCORPIONFISHES,5.8,12781,40757,502730
2010,SCULPINS,384.5,847688,28434,400277
2010,SCUP,4714.9,10394527,6921758,600452
2010,SCUPS OR PORGIES,106.1,233835,267293,400330
2010,"SEA BASS, BLACK",1026.6,2263220,6204345,600361
2010,"SEA BASS, GIANT",3.7,8059,22279,603310
2010,"SEA BASS, ROCK",15.5,34166,38492,502682
2010,SEA CATFISHES,1.3,2919,921,400145
2010,SEA CHUBS,12.5,27581,35186,400339
2010,SEA CUCUMBER,767.8,1692710,3634784,590157
2010,SEA RAVEN,3,6586,7345,400585
2010,SEA URCHINS,6491.5,14311056,13257553,590158
2010,"SEABASS, WHITE",261.3,576008,1575243,603578
2010,SEAROBINS,55.3,122015,23675,500495
2010,"SEATROUT, SAND",39.5,87064,56940,601170
2010,"SEATROUT, SPOTTED",143.9,317216,596435,600405
2010,"SEAWEED, ROCKWEED",5138.4,11328049,708013,
2010,SEAWEEDS,74.2,163614,80247,
2010,"SHAD, AMERICAN",284.7,627756,531530,601584
2010,"SHAD, GIZZARD",1108.4,2443687,289855,601604
2010,"SHAD, HICKORY",54.2,119513,28617,601582
2010,"SHARK, ATLANTIC SHARPNOSE",150.8,332385,134361,600905
2010,"SHARK, BIGEYE THRESHER",1.3,2819,924,602534
2010,"SHARK, BLACKNOSE",19.3,42461,26561,400011
2010,"SHARK, BLACKTIP",176.3,388595,209406,600874
2010,"SHARK, BLUE",0.1,126,64,600898
2010,"SHARK, BONNETHEAD",5.6,12417,6528,600915
2010,"SHARK, BULL",60.3,132894,53643,600873
2010,"SHARK, DOGFISH",54.4,119841,24186,500107
2010,"SHARK, FINETOOTH",9.4,20734,17111,400011
2010,"SHARK, HAMMERHEAD",57.4,126523,35779,500693
2010,"SHARK, LEMON",25.4,55991,24682,600897
2010,"SHARK, LEOPARD",3.2,7095,6150,400488
2010,"SHARK, MAKOS",83.8,184689,98762,500638
2010,"SHARK, PACIFIC ANGEL",8.8,19336,12443,600729
2010,"SHARK, PORBEAGLE",1.3,2936,1539,600088
2010,"SHARK, SAND TIGER",0,2,7,600747
2010,"SHARK, SANDBAR",89.4,197167,87038,600880
2010,"SHARK, SHORTFIN MAKO",182.4,402010,375812,600752
2010,"SHARK, SILKY",0.6,1233,386,600868
2010,"SHARK, SMOOTH DOGFISH",1746.4,3850185,1591173,400488
2010,"SHARK, SOUPFIN",2.7,5900,5869,604642
2010,"SHARK, SPINNER",12.5,27526,8134,400011
2010,"SHARK, SPINY DOGFISH",5817.8,12825940,2653832,600139
2010,"SHARK, THRESHER",147.9,326143,209748,602535
2010,"SHARK, TIGER",29.4,64781,27122,600886
2010,SHARKS,625.9,1379856,1538478,500816
2010,"SHEEPHEAD, CALIFORNIA",30.4,67088,308227,603671
2010,SHEEPSHEAD,752.9,1659811,880009,600441
2010,SHELLFISH,3122,6882836,5317077,100195
2010,"SHRIMP, BLUE MUD",1.1,2350,3009,690665
2010,"SHRIMP, BRINE",78.9,173981,396987,690058
2010,"SHRIMP, BROWN",36042.2,79458707,148099192,690265
2010,"SHRIMP, FW ",0.1,251,1323,
2010,"SHRIMP, GHOST",30.8,67817,161674,590248
2010,"SHRIMP, MARINE, OTHER",1416.7,3123352,12829273,590094
2010,"SHRIMP, OCEAN",20347.3,44857670,15434659,690660
2010,"SHRIMP, PACIFIC ROCK",99.6,219645,408276,690628
2010,"SHRIMP, PENAEID",407.2,897774,2576062,490043
2010,"SHRIMP, PINK",5049.5,11132073,19460694,690268
2010,"SHRIMP, ROCK",982.6,2166336,2994147,690334
2010,"SHRIMP, ROYAL RED",341.5,752951,1633082,690335
2010,"SHRIMP, SEABOB",489.3,1078665,396829,690032
2010,"SHRIMP, SPOT",307.4,677734,4930868,100045
2010,"SHRIMP, WHITE",47357.5,104404385,200000940,690272
2010,"SHRIMP,PANDALID",6079.5,13402797,7322155,590093
2010,SILVERSIDES,11.8,25960,23316,400218
2010,"SKATE, LITTLE",4214,9290282,972389,602557
2010,SKATES,23633.6,52102665,10961200,400019
2010,SKIPPERS,6.3,13937,3989,601357
2010,"SMELT, EULACHON",1.3,2908,8304,600256
2010,"SMELT, RAINBOW",25.9,57135,126990,600253
2010,SMELTS,147.4,324903,134535,400080
2010,SNAILS (CONCHS),442.7,975984,1630021,590111
2010,"SNAPPER, BLACK",0,47,178,400323
2010,"SNAPPER, BLACKFIN",0.8,1804,4327,500357
2010,"SNAPPER, CUBERA",2.4,5385,11187,601427
2010,"SNAPPER, DOG",0.2,360,352,600154
2010,"SNAPPER, GRAY",111.6,246031,568736,600266
2010,"SNAPPER, LANE",9,19847,48375,600181
2010,"SNAPPER, MUTTON",58.5,128909,301217,601403
2010,"SNAPPER, QUEEN",6.7,14878,44563,601391
2010,"SNAPPER, RED",1479.8,3262289,10210380,601423
2010,"SNAPPER, SILK",21.8,47986,141183,600185
2010,"SNAPPER, VERMILION",1382.2,3047261,7864299,600213
2010,"SNAPPER, YELLOWTAIL",768.9,1695028,4400620,600188
2010,SNAPPERS,107.1,236036,1260703,400323
2010,"SOLE, BUTTER",0,106,34,500537
2010,"SOLE, CURLFIN",0.1,313,95,604252
2010,"SOLE, DOVER",10558.2,23276709,7010303,604247
2010,"SOLE, ENGLISH",248.8,548546,163799,604248
2010,"SOLE, FLATHEAD",21760.6,47973497,6079418,600519
2010,"SOLE, PETRALE",800.3,1764425,2004136,604237
2010,"SOLE, REX",4545.2,10020277,2528722,604238
2010,"SOLE, ROCK",53426.9,117784923,18502745,624237
2010,"SOLE, SAND",68.3,150521,124680,601336
2010,"SOLE, YELLOWFIN",113246,249662220,32841175,600520
2010,SPADEFISHES,33.7,74301,34455,400340
2010,SPEARFISHES,123.2,271632,370714,
2010,"SPONGE, GRASS",16.2,35819,50854,
2010,"SPONGE, SHEEPSWOOL",45.9,101225,296984,
2010,"SPONGE, YELLOW",38.7,85348,105370,
2010,SPONGES,2.5,5582,2929,
2010,SPOT,1032.4,2276049,1826528,600429
2010,"SQUID, CALIFORNIA MARKET",130850.9,288473947,71160036,690658
2010,"SQUID, LONGFIN",6716,14806094,15753727,690227
2010,"SQUID, NORTHERN SHORTFIN",15822.9,34883173,11286557,690271
2010,SQUIDS,554.8,1223062,185820,390002
2010,SQUIRRELFISHES,41.7,92006,351946,509309
2010,"STARGAZER, NOTHERN",0.1,117,42,500125
2010,"STURGEON, WHITE",120,264516,532652,602594
2010,SUCKERS,40.5,89256,27024,100011
2010,SUNFISHES,0.6,1365,165,500358
2010,SURFPERCHES,5.6,12438,25126,300060
2010,SURGEONFISHES,51.1,112612,202600,509207
2010,SWORDFISH,3521.9,7764337,21827164,600226
2010,TARPON,0,75,38,601079
2010,"TARPON, HAWAIIAN",0.5,1127,1174,600175
2010,TAUTOG,129.6,285818,791771,600458
2010,"THORNYHEAD, SHORTSPINE",1300.6,2867280,3369181,604009
2010,THREADFINS,0.2,507,3386,400361
2010,THRESHER SHARKS,18.4,40525,14867,500639
2010,TILAPIAS,115.5,254713,128442,
2010,"TILEFISH, BLUELINE",219.2,483198,884496,605796
2010,"TILEFISH, GOLDEN",1198.6,2642379,6678624,600362
2010,"TILEFISH, SAND",0.2,514,209,603541
2010,TILEFISHES,3,6659,11224,400308
2010,TOADFISHES,8.1,17812,43872,400189
2010,"TRIGGERFISH, GRAY",5.3,11781,13081,607327
2010,TRIPLETAIL,4.5,9997,30787,601077
2010,"TROUT, LAKE",389.3,858293,353516,
2010,"TROUT, RAINBOW",187.8,414129,549315,600239
2010,"TUNA, ALBACORE",12116.6,26712249,30402544,600142
2010,"TUNA, BIGEYE",6340.5,13978227,54486231,600146
2010,"TUNA, BLACKFIN",14.2,31325,41131,600144
2010,"TUNA, BLUEFIN",615,1355852,9143499,600147
2010,"TUNA, BLUEFIN PACIFIC",1.3,2782,6137,614290
2010,"TUNA, KAWAKAWA",1.1,2344,5271,600096
2010,"TUNA, LITTLE TUNNY",497.6,1096918,372989,600097
2010,"TUNA, SKIPJACK",138.1,304462,553795,600107
2010,"TUNA, YELLOWFIN",2038.7,4494500,12899865,600143
2010,TUNAS,10.4,22882,54703,501905
2010,"TURBOT, HORNYHEAD",4.9,10712,16394,400515
2010,"TURTLE, SLIDERS",3.7,8201,3742,
2010,"TURTLE, SNAPPING",59.5,131071,197593,
2010,"TURTLE, SOFT-SHELL",0.2,348,435,
2010,WAHOO,300,661472,1893849,600089
2010,WALLEYE,22.1,48798,81868,
2010,WEAKFISH,93.3,205626,257244,502794
2010,"WHELK, CHANNELED",1014.9,2237372,6160989,590110
2010,"WHELK, KNOBBED",804.5,1773638,347517,590110
2010,"WHITEFISH, LAKE",4682.8,10323679,11112595,
2010,"WHITEFISH, ROUND",7.6,16782,10697,
2010,WOLF-EEL,0,104,127,505897
2010,"WOLFFISH, ATLANTIC",2.6,5624,6082,602501
2010,WRECKFISH,1.3,2784,8925,600349
2010,YELLOWTAIL JACK,6.9,15320,22456,600381
