"","FishingEntityID","TaxonKey","Year","EndProduct"
"418",2,600669,2014,"Discards"
"419",2,600669,2015,"Discards"
"420",2,600669,2016,"Discards"
"421",2,390013,2011,"Discards"
"422",2,390013,2012,"Discards"
"423",2,390013,2013,"Discards"
"424",2,390013,2014,"Discards"
"425",2,390013,2015,"Discards"
"426",2,390013,2016,"Discards"
"427",2,390045,2011,"Discards"
"428",2,390045,2012,"Discards"
"429",2,390045,2013,"Discards"
"430",2,390045,2014,"Discards"
"431",2,390045,2015,"Discards"
"432",2,390045,2016,"Discards"
"433",2,601752,2011,"Discards"
"434",2,601752,2012,"Discards"
"435",2,601752,2013,"Discards"
"436",2,601752,2014,"Discards"
"437",2,601752,2015,"Discards"
"438",2,601752,2016,"Discards"
"439",2,590024,2011,"Discards"
"440",2,590024,2012,"Discards"
"441",2,590024,2013,"Discards"
"442",2,590024,2014,"Discards"
"443",2,590024,2015,"Discards"
"444",2,590024,2016,"Discards"
"445",2,690684,2011,"Discards"
"446",2,690684,2012,"Discards"
"447",2,690684,2013,"Discards"
"448",2,690684,2014,"Discards"
"449",2,690684,2015,"Discards"
"450",2,690684,2016,"Discards"
"451",2,600066,2011,"Discards"
"452",2,600066,2012,"Discards"
"453",2,600066,2013,"Discards"
"454",2,600066,2014,"Discards"
"455",2,600066,2015,"Discards"
"456",2,600066,2016,"Discards"
"457",2,500716,2011,"Discards"
"458",2,500716,2012,"Discards"
"459",2,500716,2013,"Discards"
"460",2,500716,2014,"Discards"
"461",2,500716,2015,"Discards"
"462",2,500716,2016,"Discards"
"463",2,602508,2011,"Discards"
"464",2,602508,2012,"Discards"
"465",2,602508,2013,"Discards"
"466",2,602508,2014,"Discards"
"467",2,602508,2015,"Discards"
"468",2,602508,2016,"Discards"
"469",2,600687,2011,"Discards"
"470",2,600687,2012,"Discards"
"471",2,600687,2013,"Discards"
"472",2,600687,2014,"Discards"
"473",2,600687,2015,"Discards"
"474",2,600687,2016,"Discards"
"475",2,604642,2011,"Discards"
"476",2,604642,2012,"Discards"
"477",2,604642,2013,"Discards"
"478",2,604642,2014,"Discards"
"479",2,604642,2015,"Discards"
"480",2,604642,2016,"Discards"
"481",2,600807,2011,"Discards"
"482",2,600807,2012,"Discards"
"483",2,600807,2013,"Discards"
"484",2,600807,2014,"Discards"
"485",2,600807,2015,"Discards"
"486",2,600807,2016,"Discards"
"487",2,290006,2011,"Discards"
"488",2,290006,2012,"Discards"
"489",2,290006,2013,"Discards"
"490",2,290006,2014,"Discards"
"491",2,290006,2015,"Discards"
"492",2,290006,2016,"Discards"
"493",2,400405,2011,"Discards"
"494",2,400405,2012,"Discards"
"495",2,400405,2013,"Discards"
"496",2,400405,2014,"Discards"
"497",2,400405,2015,"Discards"
"498",2,400405,2016,"Discards"
"499",2,690896,2011,"Discards"
"500",2,690896,2012,"Discards"
"501",2,690896,2013,"Discards"
"502",2,690896,2014,"Discards"
"503",2,690896,2015,"Discards"
"504",2,690896,2016,"Discards"
"505",2,600076,2011,"Discards"
"506",2,600076,2012,"Discards"
"507",2,600076,2013,"Discards"
"508",2,600076,2014,"Discards"
"509",2,600076,2015,"Discards"
"510",2,600076,2016,"Discards"
"511",2,604964,2011,"Discards"
"512",2,604964,2012,"Discards"
"513",2,604964,2013,"Discards"
"514",2,604964,2014,"Discards"
"515",2,604964,2015,"Discards"
"516",2,604964,2016,"Discards"
"517",2,690059,2011,"Discards"
"518",2,690059,2012,"Discards"
"519",2,690059,2013,"Discards"
"520",2,690059,2014,"Discards"
"521",2,690059,2015,"Discards"
"522",2,690059,2016,"Discards"
"523",2,600645,2011,"Discards"
"524",2,600645,2012,"Discards"
"525",2,600645,2013,"Discards"
"526",2,600645,2014,"Discards"
"527",2,600645,2015,"Discards"
"528",2,600645,2016,"Discards"
"529",2,600027,2011,"Discards"
"530",2,600027,2012,"Discards"
"531",2,600027,2013,"Discards"
"532",2,600027,2014,"Discards"
"533",2,600027,2015,"Discards"
"534",2,600027,2016,"Discards"
"535",2,601722,2011,"Discards"
"536",2,601722,2012,"Discards"
"537",2,601722,2013,"Discards"
"538",2,601722,2014,"Discards"
"539",2,601722,2015,"Discards"
"540",2,601722,2016,"Discards"
"541",2,690676,2011,"Discards"
"542",2,690676,2012,"Discards"
"543",2,690676,2013,"Discards"
"544",2,690676,2014,"Discards"
"545",2,690676,2015,"Discards"
"546",2,690676,2016,"Discards"
"547",2,605094,2011,"Discards"
"548",2,605094,2012,"Discards"
"549",2,605094,2013,"Discards"
"550",2,605094,2014,"Discards"
"551",2,605094,2015,"Discards"
"552",2,605094,2016,"Discards"
"553",2,600716,2011,"Discards"
"554",2,600716,2012,"Discards"
"555",2,600716,2013,"Discards"
"556",2,600716,2014,"Discards"
"557",2,600716,2015,"Discards"
"558",2,600716,2016,"Discards"
"559",2,600333,2011,"Discards"
"560",2,600333,2012,"Discards"
"561",2,600333,2013,"Discards"
"562",2,600333,2014,"Discards"
"563",2,600333,2015,"Discards"
"564",2,600333,2016,"Discards"
"565",2,400185,2011,"Discards"
"566",2,400185,2012,"Discards"
"567",2,400185,2013,"Discards"
"568",2,400185,2014,"Discards"
"569",2,400185,2015,"Discards"
"570",2,400185,2016,"Discards"
"571",2,100039,2011,"Discards"
"572",2,100039,2012,"Discards"
"573",2,100039,2013,"Discards"
"574",2,100039,2014,"Discards"
"575",2,100039,2015,"Discards"
"576",2,100039,2016,"Discards"
"577",2,600754,2011,"Discards"
"578",2,600754,2012,"Discards"
"579",2,600754,2013,"Discards"
"580",2,600754,2014,"Discards"
"581",2,600754,2015,"Discards"
"582",2,600754,2016,"Discards"
"583",2,600031,2011,"Discards"
"584",2,600031,2012,"Discards"
"585",2,600031,2013,"Discards"
"586",2,600031,2014,"Discards"
"587",2,600031,2015,"Discards"
"588",2,600031,2016,"Discards"
"589",2,601383,2011,"Discards"
"590",2,601383,2012,"Discards"
"591",2,601383,2013,"Discards"
"592",2,601383,2014,"Discards"
"593",2,601383,2015,"Discards"
"594",2,601383,2016,"Discards"
"595",2,400180,2011,"Discards"
"596",2,400180,2012,"Discards"
"597",2,400180,2013,"Discards"
"598",2,400180,2014,"Discards"
"599",2,400180,2015,"Discards"
"600",2,400180,2016,"Discards"
"601",2,600790,2011,"Discards"
"602",2,600790,2012,"Discards"
"603",2,600790,2013,"Discards"
"604",2,600790,2014,"Discards"
"605",2,600790,2015,"Discards"
"606",2,600790,2016,"Discards"
"607",2,601327,2011,"Discards"
"608",2,601327,2012,"Discards"
"609",2,601327,2013,"Discards"
"610",2,601327,2014,"Discards"
"611",2,601327,2015,"Discards"
"612",2,601327,2016,"Discards"
"613",2,690273,2011,"Discards"
"614",2,690273,2012,"Discards"
"615",2,690273,2013,"Discards"
"616",2,690273,2014,"Discards"
"617",2,690273,2015,"Discards"
"618",2,690273,2016,"Discards"
"619",2,604997,2011,"Discards"
"620",2,604997,2012,"Discards"
"621",2,604997,2013,"Discards"
"622",2,604997,2014,"Discards"
"623",2,604997,2015,"Discards"
"624",2,604997,2016,"Discards"
"625",2,490012,2011,"Discards"
"626",2,490012,2012,"Discards"
"627",2,490012,2013,"Discards"
"628",2,490012,2014,"Discards"
"629",2,490012,2015,"Discards"
"630",2,490012,2016,"Discards"
"631",2,590013,2011,"Discards"
"632",2,590013,2012,"Discards"
"633",2,590013,2013,"Discards"
"634",2,590013,2014,"Discards"
"635",2,590013,2015,"Discards"
"636",2,590013,2016,"Discards"
"637",2,690088,2011,"Discards"
"638",2,690088,2012,"Discards"
"639",2,690088,2013,"Discards"
"640",2,690088,2014,"Discards"
"641",2,690088,2015,"Discards"
"642",2,690088,2016,"Discards"
"643",2,600718,2011,"Discards"
"644",2,600718,2012,"Discards"
"645",2,600718,2013,"Discards"
"646",2,600718,2014,"Discards"
"647",2,600718,2015,"Discards"
"648",2,600718,2016,"Discards"
"649",2,600889,2011,"Discards"
"650",2,600889,2012,"Discards"
"651",2,600889,2013,"Discards"
"652",2,600889,2014,"Discards"
"653",2,600889,2015,"Discards"
"654",2,600889,2016,"Discards"
"655",2,600890,2011,"Discards"
"656",2,600890,2012,"Discards"
"657",2,600890,2013,"Discards"
"658",2,600890,2014,"Discards"
"659",2,600890,2015,"Discards"
"660",2,600890,2016,"Discards"
"661",2,600893,2011,"Discards"
"662",2,600893,2012,"Discards"
"663",2,600893,2013,"Discards"
"664",2,600893,2014,"Discards"
"665",2,600893,2015,"Discards"
"666",2,600893,2016,"Discards"
"667",2,690109,2011,"Discards"
"668",2,690109,2012,"Discards"
"669",2,690109,2013,"Discards"
"670",2,690109,2014,"Discards"
"671",2,690109,2015,"Discards"
"672",2,690109,2016,"Discards"
"673",2,300060,2011,"Discards"
"674",2,300060,2012,"Discards"
"675",2,300060,2013,"Discards"
"676",2,300060,2014,"Discards"
"677",2,300060,2015,"Discards"
"678",2,300060,2016,"Discards"
"679",2,400581,2011,"Discards"
"680",2,400581,2012,"Discards"
"681",2,400581,2013,"Discards"
"682",2,400581,2014,"Discards"
"683",2,400581,2015,"Discards"
"684",2,400581,2016,"Discards"
"685",2,601340,2011,"Discards"
"686",2,601340,2012,"Discards"
"687",2,601340,2013,"Discards"
"688",2,601340,2014,"Discards"
"689",2,601340,2015,"Discards"
"690",2,601340,2016,"Discards"
"691",2,601747,2011,"Discards"
"692",2,601747,2012,"Discards"
"693",2,601747,2013,"Discards"
"694",2,601747,2014,"Discards"
"695",2,601747,2015,"Discards"
"696",2,601747,2016,"Discards"
"697",2,500108,2011,"Discards"
"698",2,500108,2012,"Discards"
"699",2,500108,2013,"Discards"
"700",2,500108,2014,"Discards"
"701",2,500108,2015,"Discards"
"702",2,500108,2016,"Discards"
"703",2,602059,2011,"Discards"
"704",2,602059,2012,"Discards"
"705",2,602059,2013,"Discards"
"706",2,602059,2014,"Discards"
"707",2,602059,2015,"Discards"
"708",2,602059,2016,"Discards"
"709",2,601350,2011,"Discards"
"710",2,601350,2012,"Discards"
"711",2,601350,2013,"Discards"
"712",2,601350,2014,"Discards"
"713",2,601350,2015,"Discards"
"714",2,601350,2016,"Discards"
"715",2,601043,2011,"Discards"
"716",2,601043,2012,"Discards"
"717",2,601043,2013,"Discards"
"718",2,601043,2014,"Discards"
"719",2,601043,2015,"Discards"
"720",2,601043,2016,"Discards"
"721",2,601084,2011,"Discards"
"722",2,601084,2012,"Discards"
"723",2,601084,2013,"Discards"
"724",2,601084,2014,"Discards"
"725",2,601084,2015,"Discards"
"726",2,601084,2016,"Discards"
"727",2,600118,2011,"Discards"
"728",2,600118,2012,"Discards"
"729",2,600118,2013,"Discards"
"730",2,600118,2014,"Discards"
"731",2,600118,2015,"Discards"
"732",2,600118,2016,"Discards"
"733",2,500134,2011,"Discards"
"734",2,500134,2012,"Discards"
"735",2,500134,2013,"Discards"
"736",2,500134,2014,"Discards"
"737",2,500134,2015,"Discards"
"738",2,500134,2016,"Discards"
"739",2,601758,2011,"Discards"
"740",2,601758,2012,"Discards"
"741",2,601758,2013,"Discards"
"742",2,601758,2014,"Discards"
"743",2,601758,2015,"Discards"
"744",2,601758,2016,"Discards"
"745",2,601759,2011,"Discards"
"746",2,601759,2012,"Discards"
"747",2,601759,2013,"Discards"
"748",2,601759,2014,"Discards"
"749",2,601759,2015,"Discards"
"750",2,601759,2016,"Discards"
"751",2,600845,2011,"Discards"
"752",2,600845,2012,"Discards"
"753",2,600845,2013,"Discards"
"754",2,600845,2014,"Discards"
"755",2,600845,2015,"Discards"
"756",2,600845,2016,"Discards"
"757",2,590011,2011,"Discards"
"758",2,590011,2012,"Discards"
"759",2,590011,2013,"Discards"
"760",2,590011,2014,"Discards"
"761",2,590011,2015,"Discards"
"762",2,590011,2016,"Discards"
"763",2,690085,2011,"Discards"
"764",2,690085,2012,"Discards"
"765",2,690085,2013,"Discards"
"766",2,690085,2014,"Discards"
"767",2,690085,2015,"Discards"
"768",2,690085,2016,"Discards"
"769",2,500901,2011,"Discards"
"770",2,500901,2012,"Discards"
"771",2,500901,2013,"Discards"
"772",2,500901,2014,"Discards"
"773",2,500901,2015,"Discards"
"774",2,500901,2016,"Discards"
"775",2,601353,2011,"Discards"
"776",2,601353,2012,"Discards"
"777",2,601353,2013,"Discards"
"778",2,601353,2014,"Discards"
"779",2,601353,2015,"Discards"
"780",2,601353,2016,"Discards"
"781",2,500618,2011,"Discards"
"782",2,500618,2012,"Discards"
"783",2,500618,2013,"Discards"
"784",2,500618,2014,"Discards"
"785",2,500618,2015,"Discards"
"786",2,500618,2016,"Discards"
"787",2,600525,2011,"Discards"
"788",2,600525,2012,"Discards"
"789",2,600525,2013,"Discards"
"790",2,600525,2014,"Discards"
"791",2,600525,2015,"Discards"
"792",2,600525,2016,"Discards"
"793",2,604887,2011,"Discards"
"794",2,604887,2012,"Discards"
"795",2,604887,2013,"Discards"
"796",2,604887,2014,"Discards"
"797",2,604887,2015,"Discards"
"798",2,604887,2016,"Discards"
"799",2,601766,2011,"Discards"
"800",2,601766,2012,"Discards"
"801",2,601766,2013,"Discards"
"802",2,601766,2014,"Discards"
"803",2,601766,2015,"Discards"
"804",2,601766,2016,"Discards"
"805",2,690392,2011,"Discards"
"806",2,690392,2012,"Discards"
"807",2,690392,2013,"Discards"
"808",2,690392,2014,"Discards"
"809",2,690392,2015,"Discards"
"810",2,690392,2016,"Discards"
"811",2,390002,2011,"Discards"
"812",2,390002,2012,"Discards"
"813",2,390002,2013,"Discards"
"814",2,390002,2014,"Discards"
"815",2,390002,2015,"Discards"
"816",2,390002,2016,"Discards"
"817",2,690124,2011,"Discards"
"818",2,690124,2012,"Discards"
"819",2,690124,2013,"Discards"
"820",2,690124,2014,"Discards"
"821",2,690124,2015,"Discards"
"822",2,690124,2016,"Discards"
"823",2,601278,2011,"Discards"
"824",2,601278,2012,"Discards"
"825",2,601278,2013,"Discards"
"826",2,601278,2014,"Discards"
"827",2,601278,2015,"Discards"
"828",2,601278,2016,"Discards"
