Country,Year,CNumber.x,Landings,LandedValue,ObservedPrice,TaxonKey,ISSCAAP,OrdCode,FamCode,GenCode,SpeCode,TargetCode,Used,OldVersionData,nom,CNumber.y,FishingEntityID,FishingEntityName
Spain,2005,724,574,1251000,2179.442509,690124,57,90002,90004,90002,90124,25,TRUE,NA,28246,724,165,Spain
Spain,1992,724,48433,41965556,866.4661698,500661,37,60,314,661,NA,2,TRUE,NA,19873,724,165,Spain
Spain,2004,724,16,13827,864.1875,400018,38,13,18,NA,NA,22,TRUE,NA,27286,724,165,Spain
Spain,2004,724,622,699091,1123.940514,400013,38,9,13,NA,NA,20,TRUE,NA,27285,724,165,Spain
Spain,2006,724,30107,113279392,3762.559936,100034,34,NA,NA,NA,NA,4,TRUE,NA,28991,724,165,Spain
Spain,1997,724,18618,70613696,3792.764851,600142,36,60,416,1905,142,3,TRUE,NA,22547,724,165,Spain
Spain,1992,724,20624,12161634,589.6835725,501905,36,60,416,1905,NA,3,TRUE,NA,19876,724,165,Spain
Spain,2003,724,15211,51434268,3381.386365,600066,35,28,454,843,66,1,TRUE,NA,26558,724,165,Spain
Spain,1999,724,547,1112159,2033.197441,601381,32,44,183,3044,1381,6,TRUE,NA,23643,724,165,Spain
Spain,2005,724,2097,45579648,21735.64521,100043,43,NA,NA,NA,NA,27,TRUE,NA,28047,724,165,Spain
Spain,2004,724,114,377240,3309.122807,100058,58,NA,NA,NA,NA,29,TRUE,NA,27267,724,165,Spain
Spain,1997,724,58,130275,2246.12069,601342,31,61,440,128,1342,24,TRUE,NA,22554,724,165,Spain
Spain,1997,724,370,369374,998.3081081,601343,32,44,183,1891,1343,6,TRUE,NA,22555,724,165,Spain
Spain,1997,724,2678,30285556,11309.02016,690273,43,90013,90038,90080,90273,27,TRUE,NA,22560,724,165,Spain
Spain,1997,724,3219,6368571,1978.4315,601367,32,44,183,740,1367,14,TRUE,NA,22557,724,165,Spain
Spain,2006,724,534,2672733,5005.117978,600034,32,44,183,1891,34,15,TRUE,NA,29114,724,165,Spain
Spain,2006,724,87,942445,10832.70115,600035,22,26,49,9279,35,6,TRUE,NA,29115,724,165,Spain
Spain,2006,724,141,239431,1698.092199,600047,37,51,207,871,47,2,TRUE,NA,29116,724,165,Spain
Spain,1995,724,314,462030,1471.433121,600029,32,44,183,9296,29,14,TRUE,NA,21547,724,165,Spain
Spain,1992,724,107788,92537368,858.5127101,600143,36,60,416,1905,143,3,TRUE,NA,19885,724,165,Spain
Spain,1994,724,2776,29626204,10672.26369,690273,43,90013,90038,90080,90273,27,TRUE,NA,20981,724,165,Spain
Spain,2002,724,705,1680800,2384.113475,100338,38,NA,NA,NA,NA,21,TRUE,NA,25602,724,165,Spain
Spain,1997,724,8407,23805036,2831.573213,600147,36,60,416,1905,147,3,TRUE,NA,22550,724,165,Spain
Spain,2006,724,37,165921,4484.351351,600027,31,61,515,3124,27,23,TRUE,NA,29108,724,165,Spain
Spain,2002,724,11735,164926608,14054.24866,290022,47,NA,NA,NA,NA,27,TRUE,NA,25604,724,165,Spain
Spain,2006,724,15481,20989780,1355.841354,600143,36,60,416,1905,143,3,TRUE,NA,29132,724,165,Spain
Spain,2006,724,11499,21078652,1833.08566,600146,36,60,416,1905,146,3,TRUE,NA,29133,724,165,Spain
Spain,2006,724,276,1149017,4163.105072,600313,32,44,506,3208,313,6,TRUE,NA,29139,724,165,Spain
Spain,2006,724,6663,10208541,1532.123818,600391,37,60,319,424,391,8,TRUE,NA,29143,724,165,Spain
Spain,2005,724,228,1032971,4530.574561,100055,55,NA,NA,NA,NA,29,TRUE,NA,28053,724,165,Spain
Spain,2006,724,20,61334,3066.7,600394,33,60,487,2682,394,2,TRUE,NA,29144,724,165,Spain
Spain,2006,724,1323,1591028,1202.591081,600481,32,44,183,740,481,14,TRUE,NA,29145,724,165,Spain
Spain,2004,724,549,1947740,3547.795993,490097,42,90013,90097,NA,NA,27,TRUE,NA,27321,724,165,Spain
Spain,1993,724,27787,202385056,7283.443913,100047,47,NA,NA,NA,NA,27,TRUE,NA,20395,724,165,Spain
Spain,2004,724,17,32522,1913.058824,490124,44,90013,90124,NA,NA,27,TRUE,NA,27322,724,165,Spain
Spain,2004,724,17360,51419704,2961.964516,490012,57,90007,90012,NA,NA,25,TRUE,NA,27312,724,165,Spain
Spain,2006,724,14020,75799632,5406.535806,600226,36,60,417,115,226,3,TRUE,NA,29137,724,165,Spain
Spain,1994,724,123574,81356216,658.3603023,600107,36,60,416,6745,107,3,TRUE,NA,20966,724,165,Spain
Spain,1992,724,7040,9546945,1356.100142,500113,32,44,183,113,NA,5,TRUE,NA,19870,724,165,Spain
Spain,1992,724,16837,9933130,589.9584249,500142,36,60,416,142,NA,2,TRUE,NA,19871,724,165,Spain
Spain,1992,724,6019,19352632,3215.257019,490011,57,90006,90011,NA,NA,25,TRUE,NA,19867,724,165,Spain
Spain,1997,724,564,549595,974.4592199,600029,32,44,183,9296,29,14,TRUE,NA,22541,724,165,Spain
Spain,2004,724,324,1042428,3217.37037,300060,33,60,NA,NA,NA,4,TRUE,NA,27281,724,165,Spain
Spain,2004,724,783,3676749,4695.720307,300061,31,61,NA,NA,NA,23,TRUE,NA,27282,724,165,Spain
Spain,2003,724,126920,165536976,1304.262338,600107,36,60,416,6745,107,3,TRUE,NA,26559,724,165,Spain
Spain,2006,724,135933,252405440,1856.837118,100032,32,NA,NA,NA,NA,14,TRUE,NA,28989,724,165,Spain
Spain,1995,724,91888,316476704,3444.157061,500654,32,44,184,654,NA,15,TRUE,NA,21538,724,165,Spain
Spain,1997,724,21356,6202393,290.4285915,600118,36,60,416,142,118,2,TRUE,NA,22546,724,165,Spain
Spain,1997,724,30003,143614032,4786.655734,600146,36,60,416,1905,146,3,TRUE,NA,22549,724,165,Spain
Spain,1994,724,38044,68434168,1798.816318,600066,35,28,454,843,66,1,TRUE,NA,20965,724,165,Spain
Spain,1994,724,111287,134226080,1206.125423,600143,36,60,416,1905,143,3,TRUE,NA,20969,724,165,Spain
Spain,2006,724,104,657317,6320.355769,600028,31,61,515,3124,28,23,TRUE,NA,29109,724,165,Spain
Spain,2006,724,486,680872,1400.971193,600029,32,44,183,9296,29,14,TRUE,NA,29110,724,165,Spain
Spain,1997,724,17,244103,14359,690125,43,90013,90038,90077,90125,27,TRUE,NA,22559,724,165,Spain
Spain,1997,724,192442,55842160,290.1765727,601350,35,28,43,4103,1350,1,TRUE,NA,22556,724,165,Spain
Spain,1999,724,2311,42764268,18504.65945,690273,43,90013,90038,90080,90273,27,TRUE,NA,23647,724,165,Spain
Spain,2006,724,56778,50852264,895.6332382,600031,32,44,183,3209,31,14,TRUE,NA,29112,724,165,Spain
Spain,2006,724,2686,6041803,2249.368206,600033,32,44,505,1096,33,6,TRUE,NA,29113,724,165,Spain
Spain,2002,724,6337,32717964,5163.005208,100045,45,NA,NA,NA,NA,26,TRUE,NA,25595,724,165,Spain
Spain,2005,724,246,672467,2733.605691,505897,39,60,396,5897,NA,6,TRUE,NA,28143,724,165,Spain
Spain,2005,724,490,1254465,2560.132653,509303,32,44,506,9303,NA,14,TRUE,NA,28144,724,165,Spain
Spain,2005,724,78,500572,6417.589744,590050,52,NA,90022,90050,NA,29,TRUE,NA,28146,724,165,Spain
Spain,2005,724,4087,11632372,2846.188402,690607,56,90020,90060,90149,90607,29,TRUE,NA,28256,724,165,Spain
Spain,2006,724,24000,55664344,2319.347667,600142,36,60,416,1905,142,3,TRUE,NA,29131,724,165,Spain
Spain,2004,724,7606,28418992,3736.39127,100056,56,NA,NA,NA,NA,29,TRUE,NA,27265,724,165,Spain
Spain,2001,724,1597,26968998,16887.28741,100043,43,NA,NA,NA,NA,27,TRUE,NA,24871,724,165,Spain
Spain,2004,724,3053,5387919,1764.794956,490004,57,90002,90004,NA,NA,25,TRUE,NA,27309,724,165,Spain
Spain,2004,724,1128,2218658,1966.89539,490010,57,90002,90010,NA,NA,25,TRUE,NA,27310,724,165,Spain
Spain,2004,724,102,354836,3478.784314,490055,55,90008,90055,NA,NA,29,TRUE,NA,27318,724,165,Spain
Spain,2004,724,539,427912,793.8998145,490058,56,90020,90058,NA,NA,29,TRUE,NA,27319,724,165,Spain
Spain,2001,724,166968,408241888,2445.030712,100139,39,NA,NA,NA,NA,4,TRUE,NA,24877,724,165,Spain
Spain,2004,724,1218,3698624,3036.63711,490060,56,90020,90060,NA,NA,29,TRUE,NA,27320,724,165,Spain
Spain,2006,724,15615,73257472,4691.480756,100239,39,NA,NA,NA,NA,4,TRUE,NA,29010,724,165,Spain
Spain,2001,724,614,1270054,2068.491857,100077,77,NA,NA,NA,NA,0,TRUE,NA,24876,724,165,Spain
Spain,2006,724,759,2594885,3418.820817,100339,39,NA,NA,NA,NA,4,TRUE,NA,29011,724,165,Spain
Spain,2006,724,97,145828,1503.381443,600139,38,9,13,107,139,20,TRUE,NA,29130,724,165,Spain
Spain,1994,724,36701,41620608,1134.045612,600031,32,44,183,3209,31,14,TRUE,NA,20963,724,165,Spain
Spain,1992,724,15019,70642024,4703.510487,500112,34,47,190,112,NA,12,TRUE,NA,19869,724,165,Spain
Spain,2005,724,35496,119875160,3377.145594,100057,57,NA,NA,NA,NA,25,TRUE,NA,28055,724,165,Spain
Spain,1996,724,2371,21788476,9189.572332,690273,43,90013,90038,90080,90273,27,TRUE,NA,22054,724,165,Spain
Spain,1993,724,27787,202385056,7283.443913,290022,47,NA,NA,NA,NA,27,TRUE,NA,20400,724,165,Spain
Spain,2004,724,226,339704,1503.115044,300014,38,14,NA,NA,NA,21,TRUE,NA,27279,724,165,Spain
Spain,2005,724,92,368067,4000.728261,690119,42,90013,90032,90063,90119,27,TRUE,NA,28245,724,165,Spain
Spain,2005,724,13,345459,26573.76923,690125,43,90013,90038,90077,90125,27,TRUE,NA,28247,724,165,Spain
Spain,2006,724,25920,96948144,3740.283333,100031,31,NA,NA,NA,NA,23,TRUE,NA,28988,724,165,Spain
Spain,2004,724,2262,4130507,1826.041998,400009,38,7,9,NA,NA,20,TRUE,NA,27283,724,165,Spain
