Species,TaxonKey
Combtooth blennies - Blenniidae,400392
Butterfly blenny - Blennius ocellaris,400392
Gobies nei - Gobiidae,400405
Atlantic gobies nei - Gobius spp,400405
Butterfly goby - Amblygobius albimaculatus,400405
Surgeonfishes nei - Acanthuridae,400412
Spinefeet(=Rabbitfishes) nei - Siganus spp,400413
"Snake mackerels, Escolars, nei - Gempylidae",400414
"Hairtails, Scabbardfishes, nei - Trichiuridae",400415
Mackerels nei - Scombridae,400416
Bonitos nei - Sarda spp,400416
Tunas nei - Thunnini,400416
"Marlins, Sailfishes, etc nei - Istiophoridae",400419
"Ruffs, Barrelfishes, nei - Centrolophidae",400421
"Butterfishes, Pomfrets, nei - Stromateidae",400425
Lefteye flounders nei - Bothidae,400439
Righteye flounders nei - Pleuronectidae,400440
Soles nei - Soleidae,400441
Deep water sole - Bathysolea profundicola,400441
Solenette - Buglossidium luteum,400441
Klein's sole - Centroceras clavulatum,400441
Red panache - Centroceras clavulatum,400441
Whiskered sole - Monochirus hispidus,400441
Portuguese sole - Synaptura lusitanica,400441
"Triggerfishes, Durgons, nei - Balistidae",400445
Queen triggerfish - Balistes vetula,400445
Puffers nei - Tetraodontidae,400448
Oceanic puffer - Lagocephalus lagocephalus,400448
"Houndsharks, Smoothhounds, nei - Triakidae",400488
Turbots nei - Scophtalmidae,400515
"Filefishes, leatherjackets nei - Monacanthidae",400517
African armoured searobin - Peristedion cataphractum,400581
Squids nei - Ommastrephidae,490004
Inshore squids nei - Loliginidae,490010
Alloteuthis spp,490010
"Octopuses etc, nei - Octopodidae",490012
Ruppell's octopus squid - Octopoteuthis sicula,490012
Sandbird octopus - Octopus aegina,490012
Lilliput longarm octopus - Octopus defilippi,490012
Spider octopus - Octopus salutii,490012
Octopuses nei - Octopus spp,490012
Palaemonid shrimps nei - Palaemonidae,490030
"Swimming crabs etc, nei - Portunidae",490031
Arched swimming crab - Liocarcinus arcuatus,490031
"King crabs,Stone crabs, nei - Lithodidae",490036
Spiny lobsters nei - Palinuridae,490039
Slipper lobsters nei - Scyllaridae,490040
Lesser slipper lobster - Scyllarus arctus,490040
Aristeid shrimps nei - Aristeidae,490042
Penaeid shrimps nei - Penaeidae,490043
Crangonid shrimps - Crangonidae,490044
Pandalid shrimps nei - Pandalidae,490046
Squillids nei - Squillidae,490052
Red sea mantis shrimp - Erugosquilla massavensis,490052
Sea mussels nei - Mytilidae,490054
Scallops nei - Pectinidae,490055
Smooth scallop - Flexopecten glaber,490055
Box scallop - Minnivola pyxidata,490055
Cockles nei - Cardiidae,490058
European prickly cockle - Acanthocardia echinata,490058
Poorly ribbed cockle - Acanthocardia paucicostata,490058
Olive green cockle - Cerastoderma glaucum,490058
White strawberry cockle - Fragum fragum,490058
Smalltoothed argentine - Glossanodon leioglossus,490058
Speckled bittersweet - Glycymeris maculata,490058
Violet bittersweet - Glycymeris violacescens,490058
Venus clams nei - Veneridae,490060
"Razor clams, Knife clams, nei - Solenidae",490061
Mactra surf clams nei - Mactridae,490063
Marine crabs nei - Brachyura,490097
Lightfoot crab - Grapsus grapsus,490097
"Craylets,squat lobsters - Galatheidae",490124
Rugose squat lobster - Munida rugosa,490124
Black sea urchin - Arbacia lixula,490138
Flat and cupped oysters nei - Ostreidae,490143
Shortnose velvet dogfish - Centroscymnus cryptacanthus,500107
Dogfishes nei - Squalus spp,500107
Round ray - Raja fyllae,500108
Leopard skate - Raja leopardus,500108
Maltese ray - Raja melitensis,500108
Speckled ray - Raja polystigma,500108
Starry ray - Raja radiata,500108
Rough ray - Raja radula,500108
Raja rays nei - Raja spp,500108
Hairtails nei - Trichiurus spp,500114
Pompano dolphinfish - Coryphaena equiselis,500116
Dolphinfishes nei - Coryphaenidae,500116
Bucchich's goby - Gobius bucchichi,500120
Giant goby - Gobius cobitis,500120
Gobius strictus,500120
Spotted weever - Trachinus araneus,500122
Weevers nei - Trachinus spp,500122
Lesser weever - Trachinus vipera,500122
Sandeels(=Sandlances) nei - Ammodytes spp,500124
Small sandeel - Ammodytes tobianus,500124
Mediterranean sand eel - Gymnammodytes cicerelus,500124
Stargazers - Uranoscopus spp,500125
Sticklebacks - Gasterosteus spp,500130
Slender rockfish - Scorpaena elongata,500134
Small red scorpionfish - Scorpaena notata,500134
"Scorpionfishes, Rockfishes, nei - Scorpaena spp",500134
Trouts nei - Salmo spp,500136
Scomber mackerels nei - Scomber spp,500142
Surmullets(=Red mullets) nei - Mullus spp,500143
Longfin gurnard - Chelidonichthys obscurus,500144
Spiny gurnard - Lepidotrigla dieuzeidei,500144
Indo-Pacific gurnards - Chelidonichthys spp,500144
Gurnards nei - Trigla spp,500144
Argentines - Argentina spp,500147
Mugil spp,500152
Grenadiers nei - Macrourus spp,500327
Blackspotted smooth-hound - Mustelus punctulatus,500348
Smooth-hounds nei - Mustelus spp,500348
Guitarfishes nei - Rhinobatos spp,500351
"Allis and twaid shads - Alosa alosa, A.fallax",500352
Shads,500352
Black Sea shad - Alosa maeotica,500352
Pontic shad - Alosa pontica,500352
Shads nei - Alosa spp,500352
Caspian shads - Caspialosa spp,500352
Snappers nei - Lutjanus spp,500357
Sunfish - Mola spp,500358
Blue-and-yellow grouper - Epinephelus flavocaeruleus,500366
Goldblotch grouper - Epinephelus costae,500366
Groupers nei - Epinephelus spp,500366
Barracudas nei - Sphyraena spp,500372
Yellowmouth barracuda - Sphyraena viridensis,500372
Polygon moray - Gymnothorax polygonius,500384
"Jacks, Crevalles, nei - Caranx spp",500467
Indo-Pacific king mackerel - Scomberomorus guttatus,500487
Seerfishes nei - Scomberomorus spp,500487
Indo-Pacific sailfish - Istiophorus platypterus,500488
Atlantic searobins - Prionotus spp,500495
Snooks(=Robalos) nei - Centropomus spp,500504
Pomadasys spp,500516
Pompanos nei - Trachinotus spp,500598
Adriatic sole - Solea impar,500618
Solea spp,500618
Mako sharks - Isurus spp,500638
Tresher sharks nei - Alopias spp,500639
Australian sawtail catshark - Galeus boardmani,500640
Dwarf sawtail catshark - Galeus schultzi,500640
Crest-tail catsharks nei - Galeus spp,500640
Great lanternshark - Etmopterus princeps,500642
Lantern sharks nei - Etmopterus spp,500642
Stingrays nei - Dasyatis spp,500646
Pelagic stingray - Dasyatis violacea,500646
"Cape hakes - Merluccius capensis,M.paradox.",500654
Hakes nei - Merluccius spp,500654
Jack and horse mackerels nei - Trachurus spp,500661
Picarels nei - Spicara spp,500679
Three-bearded rockling - Gaidropsarus vulgaris,500686
Mediterranean bigeye rockling - Gaidropsarus biscayensis,500686
Shore rockling - Gaidropsarus mediterraneus,500686
Rocklings nei - Gaidropsarus spp,500686
Scalloped bonnethead - Sphyrna corona,500693
Hammerhead sharks nei - Sphyrna spp,500693
Sargo breams nei - Diplodus spp,500705
Cardinal fishes nei - Epigonus spp,500716
Shorthorn sculpin - Myoxocephalus scorpius,500717
Sculpins - Myoxocephalus spp,500717
Dentex nei - Dentex spp,500809
West African catshark - Scyliorhinus cervigoni,500814
"Catsharks,Nursehounds, nei - Scyliorhinus spp",500814
Unicorn leatherjacket filefish - Aluterus monoceros,500854
Blacktail comber - Serranus atricauda,500901
Brown comber - Serranus hepatus,500901
Combers nei - Serranus spp,500901
Bigeyes nei - Priacanthus spp,500912
Amberjacks nei - Seriola spp,500928
Guinean amberjack - Seriola carpenteri,500928
Tonguesole nei - Cynoglossus spp,501026
Lings nei - Molva spp,501096
Alfonsinos nei - Beryx spp,501129
Atlantic redfishes nei - Sebastes spp,501135
Pandoras nei - Pagellus spp,501145
"Frigate and bullet tuna - Auxis thazard, A.rochei",501163
Needlefishes nei - Tylosurus spp,501345
Chars nei - Salvelinus spp,501410
Microchirus azevia,501418
Thickback soles - Microchirus spp,501418
Eelpouts - Lycodes spp,501486
Steenbrasses nei - Lithognathus spp,501550
Filefishes nei - Cantherhines (=Navodon) spp,501677
Spotted catfish - Arius maculatus,501682
Tuna-like fishes nei - Scombroidei,501905
True tunas nei - Thunnus spp,501905
Sardinellas nei - Sardinella spp,501940
Juan Fernandez trevally - Pseudocaranx chilensis,502100
Skipjack trevally - Pseudocaranx wrighti,502100
Scads nei - Decapterus spp,502102
Seabasses nei - Dicentrarchus spp,502682
Island grouper - Mycteroperca fusca,503028
Brazilian groupers nei - Mycteroperca spp,503028
Megrims nei - Lepidorhombus spp,503124
West African croakers nei - Pseudotolithus spp,503152
Vimba bream - Vimba vimba,503663
Liza spp,504212
Barracudinas nei - Paralepididae,505460
Dolichosudis fuliginosa,505460
Wolffishes (=Catfishes) nei - Anarhichas spp,505897
Lake(=Common) whitefish - Coregonus clupeaformis,506253
Whitefishes nei - Coregonus spp,506253
Bathyraja rays nei - Bathyraja spp,508611
Marbled electric ray - Torpedo marmorata,509274
Torpille noire - Torpedo nobilliana,509274
Torpedo rays - Torpedo spp,509274
River eels nei - Anguilla spp,509279
Forkbeards nei - Phycis spp,509303
Silver pomfrets nei - Pampus spp,520007
Cape Hope squid - Loligo reynaudi,590010
Common squids nei - Loligo spp,590010
African cuttlefish - Sepia bertheloti,590011
Elegant cuttlefish - Sepia elegans,590011
Pink cuttlefish - Sepia orbignyana,590011
Cuttlefishes nei - Sepia spp,590011
White-spotted octopus - Octopus macropus,590013
Cupped oysters nei - Crassostrea spp,590014
Musky octopus - Eledone moschata,590024
Horned and musky octopuses - Eledone spp,590024
Periwinkles nei - Littorina spp,590049
Murex - Murex spp,590050
Banded murex - Phyllonotus trunculus,590050
Plicate conch - Strombus labiatus,590051
Noble crayfish - Astacus astacus,590060
Sooty crayfish - Pacifastacus nigrescens,590060
Pink geryon - Chaceon macphersoni,590067
Mediterranean geryon - Geryon longipes,590067
West African geryon - Geryon maritae,590067
Red crab - Geryon quinquedens,590067
Geryons nei - Geryon spp,590067
"Deep-sea crabs, geryons nei",590067
King crabs nei - Lithodes spp,590070
King crabs - Paralithodes spp,590073
Smooth swimcrab - Liocarcinus vernalis,590075
Knobby swimcrab - Macropipus tuberculatus,590075
Portunus swimcrabs nei - Portunus spp,590075
Palinurid spiny lobster nei - Palinurus spp,590082
Crangon shrimps nei - Crangon spp,590088
Armed nylon shrimp - Heterocarpus ensifer,590090
Arrow shrimp - Plesionika heterocarpus,590090
Smooth nylon shrimp - Heterocarpus laevigatus,590090
Metapenaeus shrimps nei,590091
Palaemon shrimps nei,590092
Pandalus shrimps nei - Pandalus spp,590093
Redspotted shrimp - Penaeus brasiliensis,590096
Kuruma prawn - Penaeus japonicus,590096
Caramote prawn - Penaeus kerathurus,590096
Northern white shrimp - Penaeus setiferus,590096
Penaeus shrimps nei - Penaeus spp,590096
Southern brown shrimp - Penaeus subtilis,590096
Thickened nassa - Hinia incrassata,590110
Sea snails - Rapana spp,590111
Flat oysters nei - Ostrea spp,590112
Horse mussels nei - Modiolus spp,590116
Mytilus spp,590117
Scallop - Chlamys livida,590120
Queen scallop - Chlamys opercularis,590120
Variegated scallop - Chlamys varia,590120
"Scallops, pectens",590122
Ark clams nei - Arca spp,590125
Donax clams - Donax spp,590128
Truncate donax - Donax trunculus,590128
Mature dosinia - Dosinia exoleta,590129
Hard clams nei - Meretrix spp,590134
Carpet shells nei - Ruditapes spp,590141
Golden carpet shell - Venerupis aurea,590141
Razor clams nei - Solen spp,590145
Surf clams nei - Spisula spp,590146
Subtruncate surf clam - Spisula subtruncata,590146
Royal cucumber - Stichopus regalis,590157
Sea-urchins nei - Strongylocentrotus spp,590158
Jellyfishes - Rhopilema spp,590159
American slipper-limpet - Crepidula fornicata,590242
Limpets nei - Patella spp,590242
Rough limpet - Patella ulyssiponensis,590242
Limpet - Patella vulgata,590242
Tellins nei - Tellina spp,590262
Common dolphinfish - Coryphaena hippurus,600006
Argentine - Argentina sphyraena,600020
Atlantic herring - Clupea harengus,600024
Silvery pout - Gadiculus argenteus,600025
Witch flounder - Glyptocephalus cynoglossus,600026
Four-spot megrim - Lepidorhombus boscii,600027
Megrim - Lepidorhombus whiffiagonis,600028
Whiting - Merlangius merlangus,600029
European hake - Merluccius merluccius,600030
Blue whiting (=Poutassou) - Micromesistius poutassou,600031
Thickback sole - Microchirus variegatus,600032
Ling - Molva molva,600033
Pollack - Pollachius pollachius,600034
European eel - Anguilla anguilla,600035
Transparent goby - Aphia minuta,600039
Mediterranean scaldfish - Arnoglossus laterna,600041
Red gurnard - Chelidonichthys cuculus,600044
Sand smelt - Atherina presbyter,600045
Garfish - Belone belone,600047
Tusk (=Cusk) - Brosme brosme,600051
Boarfish - Capros aper,600054
Red bandfish - Cepola macrophthalma,600056
Mediterranean rainbow wrasse - Coris julis,600058
Corkwing wrasse - Symphodus melops,600059
Goldsinny-wrasse - Ctenolabrus rupestris,600061
Lumpfish(=Lumpsucker) - Cyclopterus lumpus,600062
European seabass - Dicentrarchus labrax,600063
European anchovy - Engraulis encrasicolus,600066
Grey gurnard - Eutrigla gurnardus,600068
Atlantic cod - Gadus morhua,600069
Crevalle jack - Caranx hippos,600071
Black goby - Gobius niger,600072
Blackbelly rosefish - Helicolenus dactylopteru,600076
Atlantic sailfish - Istiophorus albicans,600078
Green jobfish - Aprion virescens,600084
Deep-water red snapper - Etelis carbunculus,600087
Porbeagle - Lamna nasus,600088
Wahoo - Acanthocybium solandri,600089
Basking shark - Cetorhinus maximus,600090
Bullet tuna - Auxis rochei,600093
Frigate tuna - Auxis thazard,600094
Little tunny (=Atl.black skipjack) - Euthynnus alletteratus,600097
Allis shad - Alosa alosa,600101
Dogtooth tuna - Gymnosarda unicolor,600106
Skipjack tuna - Katsuwonus pelamis,600107
Plain bonito - Orcynopsis unicolor,600108
Atlantic bonito - Sarda sarda,600115
Blue mackerel - Scomber australasicus,600116
Chub mackerel - Scomber japonicus,600117
Atlantic mackerel - Scomber scombrus,600118
Narrow-barred Spanish mackerel - Scomberomorus commerson,600121
Greenland shark - Somniosus microcephalus,600138
Picked dogfish - Squalus acanthias,600139
Albacore - Thunnus alalunga,600142
Yellowfin tuna - Thunnus albacares,600143
Blackfin tuna - Thunnus atlanticus,600144
Southern bluefin tuna - Thunnus maccoyii,600145
Bigeye tuna - Thunnus obesus,600146
Atlantic bluefin tuna - Thunnus thynnus,600147
Common bluestripe snapper - Lutjanus kasmira,600156
Crimson jobfish - Pristipomoides filamentosus,600201
Bogue - Boops boops,600203
Salema - Sarpa salpa,600204
Wide-eyed flounder - Bothus podas,600207
Blue marlin - Makaira nigricans,600216
Black marlin - Makaira indica,600217
Atlantic white marlin - Tetrapturus albidus,600219
Longbill spearfish - Tetrapturus pfluegeri,600220
Striped marlin - Tetrapturus audax,600223
Swordfish - Xiphias gladius,600226
Bonefish - Albula vulpes,600228
Baird's slickhead - Alepocephalus bairdii,600230
Vendace - Coregonus albula,600231
European whitefish - Coregonus lavaretus,600232
Atlantic salmon - Salmo salar,600236
Sea trout - Salmo trutta,600238
Rainbow trout - Oncorhynchus mykiss,600239
Arctic char - Salvelinus alpinus,600247
Rudderfish - Centrolophus niger,600249
Imperial blackfish - Schedophilus ovalis,600250
Capelin - Mallotus villosus,600252
Deepsea smelt - Glossanodon semifasciatus,600257
Northern pike - Esox lucius,600258
Tench - Tinca tinca,600269
Crucian carp - Carassius carassius,600270
Roach - Rutilus rutilus,600272
Silver carp - Hypophthalmichthys molitrix,600274
Sichel - Pelecus cultratus,600283
Wels(=Som) Catfish - Silurus glanis,600289
European conger - Conger conger,600301
Tadpole codling - Salilota australis,600306
Greenland cod - Gadus ogac,600309
Burbot - Lota lota,600310
Red hake - Urophycis chuss,600312
White hake - Urophycis tenuis,600313
Atlantic tomcod - Microgadus tomcod,600316
Alaska pollock (=Walleye poll.) - Theragra chalcogramma,600318
Polar cod - Boreogadus saida,600319
Senegalese hake - Merluccius senegalensis,600321
Southern hake - Merluccius australis,600322
Silver hake - Merluccius bilinearis,600323
Argentine hake - Merluccius hubbsi,600325
Patagonian grenadier - Macruronus magellanicus,600329
Roughhead grenadier - Macrourus berglax,600331
Roundnose grenadier - Coryphaenoides rupestris,600332
Longspine snipefish - Macroramphosus scolopax,600333
Orange roughy - Hoplostethus atlanticus,600334
Silvery John dory - Zenopsis conchifer,600336
Atlantic silverside - Menidia menidia,600339
Wreckfish - Polyprion americanus,600349
Hapuku wreckfish - Polyprion oxygeneios,600350
Striped bass - Morone saxatilis,600353
White perch - Morone americana,600355
European perch - Perca fluviatilis,600358
Pike-perch - Stizostedion lucioperca,600360
Black seabass - Centropristis striata,600361
Great Northern tilefish - Lopholatilus chamaeleonticeps,600362
Bluefish - Pomatomus saltatrix,600364
Yellowtail amberjack - Seriola lalandi,600382
Atlantic bumper - Chloroscombrus chrysurus,600385
Bigeye scad - Selar crumenophthalmus,600387
Atlantic pomfret - Brama brama,600391
Spotted seabass - Dicentrarchus punctatus,600394
Rubberlip grunt - Plectorhinchus mediterraneus,600398
Silver grunt - Pomadasys argenteus,600399
Bigeye grunt - Brachydeuterus auritus,600400
Squeteague (=Gray weakfish) - Cynoscion regalis,600406
Meagre - Argyrosomus regius,600418
Boe drum - Pteroscion peli,600423
White grouper - Epinephelus aeneus,600426
Silver croaker - Pennahia argentatus,600434
Red pandora - Pagellus bellottii,600436
Large-eye dentex - Dentex macrophthalmus,600438
Common dentex - Dentex dentex,600439
Angolan dentex - Dentex angolensis,600440
Scup - Stenotomus chrysops,600452
West African goatfish - Pseudupeneus prayensis,600453
Patagonian toothfish - Dissostichus eleginoides,600467
Eelpout - Zoarces viviparus,600479
Poor cod - Trisopterus minutus,600481
Kingklip - Genypterus capensis,600485
Bearded brotula - Brotula barbata,600486
Snoek - Thyrsites atun,600489
Golden redfish - Sebastes marinus,600501
Beaked redfish - Sebastes mentella,600505
Greenland halibut - Reinhardtius hippoglossoides,600516
Yellowtail flounder - Limanda ferruginea,600521
Winter flounder - Pseudopleuronectes americanus,600524
Common sole - Solea solea,600525
Wedge sole - Dicologoglossa cuneata,600526
Brill - Scophthalmus rhombus,600529
Threadsail filefish - Stephanolepis cirrhifer,600531
American angler - Lophius americanus,600532
Ballan wrasse - Labrus bergylta,600572
Sharpnose sevengill shark - Heptranchias perlo,600636
Bluntnose sixgill shark - Hexanchus griseus,600637
Bramble shark - Echinorhinus brucus,600641
Silver scabbardfish - Lepidopus caudatus,600645
Black scabbardfish - Aphanopus carbo,600646
Gulper shark - Centrophorus granulosus,600648
Lowfin gulper shark - Centrophorus lusitanicus,600650
Leafscale gulper shark - Centrophorus squamosus,600653
Black dogfish - Centroscyllium fabricii,600656
Portuguese dogfish - Centroscymnus coelolepis,600662
Longnose velvet dogfish - Centroscymnus crepidater,600663
Kitefin shark - Dalatias licha,600669
Birdbeak dogfish - Deania calcea,600670
Rough longnose dogfish - Deania histricosa,600671
Velvet belly - Etmopterus spinax,600687
Leerfish - Lichia amia,600692
Common dab - Limanda limanda,600695
Knifetooth dogfish - Scymnodon ringens,600700
Little sleeper shark - Somniosus rostratus,600704
Sand steenbras - Lithognathus mormyrus,600706
Longnose spurdog - Squalus blainvillei,600708
Angler(=Monk) - Lophius piscatorius,600716
Angular rough shark - Oxynotus centrina,600718
Sailfin roughshark - Oxynotus paradoxus,600719
Angelshark - Squatina squatina,600736
Sand tiger shark - Odontaspis taurus,600747
Shortfin mako - Isurus oxyrinchus,600752
Silvery lightfish - Maurolicus muelleri,600754
Deep-water catsharks - Apristurus spp,600779
Flathead grey mullet - Mugil cephalus,600785
Red mullet - Mullus barbatus,600790
Blackmouth catshark - Galeus melastomus,600807
Mouse catshark - Galeus murinus,600808
Small-spotted catshark - Scyliorhinus canicula,600845
Saddled seabream - Oblada melanura,600850
Nursehound - Scyliorhinus stellaris,600854
Silvertip shark - Carcharhinus albimarginatus,600858
Silky shark - Carcharhinu falciform,600868
Oceanic whitetip shark - Carcharhinus longimanus,600875
Dusky shark - Carcharhinus obscurus,600878
Sandbar shark - Carcharhinus plumbeus,600880
Tiger shark - Galeocerdo cuvier,600886
Axillary seabream - Pagellus acarne,600889
Blackspot(=red) seabream - Pagellus bogaraveo,600890
Common pandora - Pagellus erythrinus,600893
Blue shark - Prionace glauca,600898
Whitetip reef shark - Triaenodon obesus,600907
Scalloped hammerhead - Sphyrna lewini,600912
Smooth hammerhead - Sphyrna zygaena,600917
Mackerel scad - Decapterus macarellus,600993
Pilotfish - Naucrates ductor,600998
White trevally - Pseudocaranx dentex,601002
Greater amberjack - Seriola dumerili,601005
Longfin yellowtail - Seriola rivoliana,601007
Flying gurnard - Dactylopterus volitans,601021
Norway pout - Trisopterus esmarkii,601023
Escolar - Lepidocybium flavobrunneum,601042
Round sardinella - Sardinella aurita,601043
Oilfish - Ruvettus pretiosus,601044
Madeiran sardinella - Sardinella maderensis,601047
Opah - Lampris guttatus,601072
Tripletail - Lobotes surinamensis,601077
Tarpon - Megalops atlanticus,601079
Atlantic saury - Scomberesox saurus,601084
Parassi mullet - Mugil incilis,601089
Glasseye - Heteropriacanthus cruentatus,601150
Gilthead seabream - Sparus aurata,601164
Acoupa weakfish - Cynoscion acoupa,601169
Blue butterfish - Stromateus fiatola,601198
Mottled grouper - Mycteroperca rubra,601214
Great barracuda - Sphyraena barracuda,601235
Mediterranean horse mackerel - Trachurus mediterraneus,601278
Blue jack mackerel - Trachurus picturatus,601279
Largehead hairtail - Trichiurus lepturus,601288
Shi drum - Umbrina cirrosa,601306
Alfonsino - Beryx decadactylus,601319
Splendid alfonsino - Beryx splendens,601320
Surmullet - Mullus surmuletus,601327
European smelt - Osmerus eperlanus,601334
Sand sole - Solea lascaris,601336
Greater forkbeard - Phycis blennoides,601340
European flounder - Platichthys flesus,601341
European plaice - Pleuronectes platessa,601342
Saithe(=Pollock) - Pollachius virens,601343
Turbot - Psetta maxima,601348
European pilchard(=Sardine) - Sardina pilchardus,601350
Comber - Serranus cabrilla,601353
Black seabream - Spondyliosoma cantharus,601356
European sprat - Sprattus sprattus,601357
Greater weever - Trachinus draco,601363
Atlantic horse mackerel - Trachurus trachurus,601365
Tub gurnard - Chelidonichthys lucerna,601366
Pouting (=Bib) - Trisopterus luscus,601367
John dory - Zeus faber,601370
Atlantic halibut - Hippoglossus hippoglossus,601371
Haddock - Melanogrammus aeglefinus,601381
Lemon sole - Microstomus kitt,601382
Blue ling - Molva dypterygia,601383
Deepwater longtail red snapper - Etelis coruscans,601385
Yellow snapper - Lutjanus argentiventris,601408
Common carp - Cyprinus carpio,601450
Red-eye round herring - Etrumeus teres,601455
Goldstripe sardinella - Sardinella gibbosa,601508
Blueback shad - Alosa aestivalis,601574
Caspian shad - Alosa caspia,601577
Alewife - Alosa pseudoharengus,601583
West African ilisha - Ilisha africana,601625
Swallowtail seaperch - Anthias anthias,601692
Big-scale sand smelt - Atherina boyeri,601696
Damselfish - Chromis chromis,601706
Brown meagre - Sciaena umbra,601707
Large-scaled gurnard - Lepidotrigla cavillone,601722
Mediterranean moray - Muraena helena,601729
Brown moray - Gymnothorax unicolor,601730
Ocean sunfish - Mola mola,601732
Spanish ling - Molva macrophthalma,601733
Spanish Ling - Molva macrophthalma,601733
Common mora - Mora moro,601734
Golden grey mullet - Liza aurata,601735
Leaping mullet - Liza saliens,601736
Forkbeard - Phycis phycis,601747
Sharpsnout seabream - Diplodus puntazzo,601749
Annular seabream - Diplodus annularis,601752
White seabream - Diplodus sargus,601753
Common two-banded seabream - Diplodus vulgaris,601754
Red porgy - Pagrus pagrus,601756
Black scorpionfish - Scorpaena porcus,601758
Red scorpionfish - Scorpaena scrofa,601759
Painted comber - Serranus scriba,601761
European barracuda - Sphyraena sphyraena,601765
Picarel - Spicara smaris,601766
Pompano - Trachinotus ovatus,601773
Stargazer - Uranoscopus scaber,601779
Monrovia doctorfish - Acanthurus monroviae,601800
Mediterranean spearfish - Tetrapturus belone,601823
Deep-water Cape hake - Merluccius paradoxus,601826
Sky emperor - Lethrinus mahsena,601843
Alexandria pompano - Alectis alexandrinus,601888
Vadigo - Campogramma glaycos,601894
False scad - Caranx rhonchus,601899
Yellowspotted trevally - Carangoides fulvoguttatus,601926
Blue runner - Caranx crysos,601933
Blue antimora - Antimora rostrata,602005
Red codling - Pseudophycis bachus,602020
Blue skate - Raja batis,602058
Thornback ray - Raja clavata,602059
Common stingray - Dasyatis pastinaca,602060
Sturgeon - Acipenser sturio,602066
Beluga - Huso huso,602067
Three-spined stickleback - Gasterosteus aculeatus,602420
Zebra seabream - Diplodus cervinus,602497
Bermuda sea chub - Kyphosus sectatrix,602498
Thicklip grey mullet - Chelon labrosus,602499
Ornate wrasse - Thalassoma pavo,602500
Atlantic wolffish - Anarhichas lupus,602501
Rabbit fish - Chimaera monstrosa,602503
Black cardinal fish - Epigonus telescopus,602508
Sea lamprey - Petromyzon marinus,602530
Bigeye thresher - Alopias superciliosus,602534
Thresher - Alopias vulpinus,602535
Brown smooth-hound - Mustelus henlei,602540
Roughtail stingray - Dasyatis centroura,602572
Spiny butterfly ray - Gymnura altavela,602577
Ratfishes nei - Hydrolagus spp,602589
Greater argentine - Argentina silus,602700
Orfe (=Ide) - Leuciscus idus,602801
Rudd - Scardinius erythrophthalmus,602951
Cobia - Rachycentron canadum,603542
Northern wolffish - Anarhichas denticulatus,603810
Spotted wolffish - Anarhichas minor,603811
Shortbill spearfish - Tetrapturus angustirostris,603915
Atlantic thornyhead - Trachyscorpia cristulata,604011
Fourhorn sculpin - Triglopsis quadricornis,604122
American plaice(=Long rough dab) - Hippoglossoides platessoides,604239
Cuckoo ray - Raja naevus,604326
Spotted ray - Raja montagui,604329
Common eagle ray - Myliobatis aquila,604330
Ruffe - Gymnocephalus cernuu,604474
Pink dentex - Dentex gibbosus,604536
Morocco dentex - Dentex maroccanus,604538
Canary dentex - Dentex canariensis,604539
Bluespotted seabream - Sparus caeruleostictus,604540
Marbled spinefoot - Siganus rivulatus,604545
Canary drum (=Baardman) - Umbrina canariensis,604548
Blonde ray - Raja brachyura,604552
Roughsnout grenadier - Trachyrincus scabrus,604556
Pearly razorfish - Xyrichtys novacula,604581
Brown wrasse - Labrus merula,604582
Thinlip grey mullet - Liza ramada,604583
Dusky spinefoot - Siganus luridus,604613
Tope shark - Galeorhinus galeus,604642
Sompat grunt - Pomadasys jubelini,604708
Asp - Aspius aspius,604783
So-iuy mullet - Mugil soiuy,604791
Pickhandle barracuda - Sphyraena jello,604827
Blotched picarel - Spicara maena,604887
Spotted flounder - Citharus linguatula,604943
West African ladyfish - Elops lacerta,604959
Mediterranean slimehead - Hoplostethus mediterraneus,604964
Smooth-hound - Mustelus mustelus,604996
Common Atlantic grenadier - Nezumia aequalis,604997
Bastard grunt - Pomadasys incisus,605003
Offshore rockfish - Pontinus kuhlii,605007
Roudi escolar - Promethichthys prometheus,605008
Law croaker - Pseudotolithus senegallus,605009
Brown ray - Raja miraletus,605014
Piper gurnard - Trigla lyra,605038
Redbanded seabream - Pagrus auriga,605066
Spiny turbot - Psettodes bennettii,605068
Risso's smooth-head - Alepocephalus rostratus,605071
Streaked gurnard - Chelidonichthys lastoviza,605081
Blackbellied angler - Lophius budegassa,605094
Snaggletooth - Borostomias antarcticus,605098
Blacktip grouper - Epinephelus fasciatus,605348
Comet grouper - Epinephelus morrhua,605353
Yellow-edged lyretail - Variola louti,605354
Twaite shad - Alosa fallax,605355
Lusitanian toadfish - Halobatrachus didactylus,605429
Bluespotted cornetfish - Fistularia commersonii,605444
Small-eyed ray - Raja microocellata,605492
Brassy chub - Kyphosus vaigiensis,605806
Crocodile shark - Pseudocarcharias kamoharai,605923
Spotted estuary smooth-hound - Mustelus lenticulatus,605933
Starry smoothhound - Mustelus asterias,605938
Yellowstripe goatfish - Mulloidichthys flavolineatus,605983
Sailray - Raja lintea,606422
Coral hind - Cephalopholis miniata,606450
Tomato hind - Cephalopholis sonnerati,606454
Dusky grouper - Epinephelus marginatus,606470
Antarctic starry skate - Raja georgiana,606953
